Ch1 Amplitude,Ch2 Amplitude,Cluster
52.646492,1581.34387,1
52.65841,1575.64612,1
52.67732,1534.13953,1
52.7015572,1527.21008,1
52.7465668,10179.5674,4
52.87163,1679.8595,1
52.8892479,1615.03821,1
52.9049149,1635.44324,1
52.91535,10300.542,4
52.9773865,1616.43567,1
53.13386,1600.04382,1
53.15862,1520.70874,1
53.1787033,1562.3623,1
53.2041,1576.14832,1
53.2081947,1605.2605,1
53.2346077,1428.68616,1
53.29441,9950.974,4
53.3360519,1462.4978,1
53.4074936,10458.4277,4
53.6009674,1492.01453,1
53.65265,1523.268,1
53.7053337,1549.7644,1
53.7604332,1589.0376,1
53.7639656,1572.21362,1
53.7804222,1610.624,1
53.7931175,1512.46948,1
53.9392471,1573.43518,1
54.0044327,1625.25684,1
54.022316,1519.22217,1
54.02643,1560.41736,1
54.0793877,1604.16284,1
54.08099,1516.5022,1
54.0896072,1444.09131,1
54.1151657,1528.91626,1
54.1466675,1587.19287,1
54.15156,1621.12183,1
54.19717,1676.57751,1
54.27745,1555.15381,1
54.28916,1527.77966,1
54.28996,1537.97241,1
54.2941132,1567.33936,1
54.32939,6740.119,4
54.33125,1553.25146,1
54.3501625,1551.95349,1
54.3683052,1568.56,1
54.4589653,1638.65442,1
54.4600372,1564.66223,1
54.46061,1533.66089,1
54.4619179,1675.21216,1
54.462635,1514.21533,1
54.4630165,1604.0553,1
54.5554848,1621.38684,1
54.568222,1570.33118,1
54.57191,10229.042,4
54.6147652,1546.45862,1
54.64766,1604.045,1
54.6488037,1523.98853,1
54.6576538,10085.332,4
54.65942,10003.56,4
54.67685,1566.11536,1
54.70714,1481.20544,1
54.7552071,1588.7489,1
54.7755966,1556.30786,1
54.77621,1590.23462,1
54.7799377,1512.75159,1
54.8331642,1585.4845,1
54.8826447,1562.57141,1
54.92614,10287.3076,4
54.9703369,1592.61926,1
55.0247459,1572.28381,1
55.0345078,1576.115,1
55.16441,1667.68433,1
55.18101,1586.39172,1
55.18863,1557.06506,1
55.21677,1612.207,1
55.281826,1707.83325,1
55.3334961,1589.83826,1
55.4087257,1575.407,1
55.4141,1544.20984,1
55.42973,1513.06445,1
55.4369049,1686.78369,1
55.4873924,1616.75146,1
55.51377,1661.87549,1
55.52085,1553.26465,1
55.53088,1580.65784,1
55.57944,1582.09534,1
55.5797577,1564.526,1
55.60226,1561.182,1
55.6397133,1623.54919,1
55.6713524,10459.3359,4
55.7283554,1668.0675,1
55.7334938,10312.543,4
55.7337379,1532.99487,1
55.8045044,1513.95337,1
55.8483963,1605.38538,1
55.85165,1625.43213,1
55.8817635,1706.32043,1
55.9524269,10203.918,4
55.9646873,1651.78955,1
55.98189,1633.9137,1
56.0192,9932.362,4
56.0284462,1616.893,1
56.03487,1543.16882,1
56.0933647,1542.54785,1
56.1496544,1526.21069,1
56.1616821,1646.96729,1
56.174015,1728.999,1
56.1766357,1572.21814,1
56.1862335,10213.7793,4
56.1906242,1549.74158,1
56.24598,1538.4668,1
56.2577248,1649.98242,1
56.2587242,1573.99451,1
56.2589722,1521.019,1
56.26963,1632.31982,1
56.30316,1710.54907,1
56.3178368,1584.79919,1
56.3225441,1550.26062,1
56.3448563,1549.88562,1
56.3589973,1488.22729,1
56.3931,1576.51575,1
56.39506,1553.79456,1
56.4064369,1562.08569,1
56.4086876,1567.92786,1
56.43011,10142.4863,4
56.46957,1577.02332,1
56.5405846,9255.177,4
56.5595169,1558.19812,1
56.6066628,1698.946,1
56.61464,1563.20667,1
56.6284752,1591.89355,1
56.6445351,1553.23376,1
56.652874,1543.48938,1
56.6725464,1608.81177,1
56.6748276,1586.03345,1
56.6802444,1640.69922,1
56.7165565,10210.5127,4
56.7498665,1603.84106,1
56.7897148,1599.83032,1
56.82286,1620.21069,1
56.8921928,1522.8988,1
56.89976,10067.4375,4
56.94124,1582.557,1
56.9758072,1548.48926,1
56.9945755,1584.56775,1
57.0500145,1610.07715,1
57.0503349,1595.163,1
57.05455,1556.175,1
57.0545769,1541.901,1
57.06049,1671.25452,1
57.0662651,1618.93909,1
57.0717773,1532.97241,1
57.084362,1476.62988,1
57.0968361,1641.677,1
57.10475,1544.85,1
57.1150932,1515.16772,1
57.1435738,10096.585,4
57.17554,1565.94189,1
57.2075081,1610.46289,1
57.2110176,1629.31372,1
57.2246323,1540.64819,1
57.2279854,1591.08435,1
57.2345352,1634.8374,1
57.24121,1535.86719,1
57.25037,1507.63318,1
57.27982,10167.0537,4
57.28788,1634.74622,1
57.3158569,1488.63037,1
57.349514,1695.68384,1
57.3597,1562.9762,1
57.3602,1575.35876,1
57.3843,1612.28174,1
57.4247475,1670.47839,1
57.4506721,1649.74207,1
57.51549,1557.329,1
57.5187759,1589.80212,1
57.5209541,1521.50977,1
57.5263519,1621.91431,1
57.54109,1653.31677,1
57.5559,1553.2583,1
57.5918159,1595.58228,1
57.6174622,1567.9292,1
57.6184425,1521.21118,1
57.6363678,1579.85474,1
57.639576,1529.68555,1
57.6438446,1591.04956,1
57.6451759,1562.96765,1
57.65668,1477.27808,1
57.6745224,1525.31738,1
57.6756439,1593.64465,1
57.68425,1472.0708,1
57.7428131,9033.561,4
57.75979,1523.97986,1
57.7629662,1512.44177,1
57.79206,1759.0426,1
57.79698,1536.09375,1
57.8301735,1566.0564,1
57.84419,1583.14014,1
57.8934135,1595.335,1
57.8941422,1583.50977,1
57.905632,1591.13452,1
57.9209366,1467.85022,1
57.925,1568.99561,1
57.9517174,1579.8866,1
57.9594154,1531.45032,1
57.98934,1663.99951,1
57.9968872,1480.5918,1
58.0394974,1604.89355,1
58.04829,1542.732,1
58.0759735,1605.38745,1
58.07744,1549.52539,1
58.08132,1620.91321,1
58.0843277,1623.91858,1
58.0853348,1547.43567,1
58.1069,1602.67444,1
58.11598,1554.27686,1
58.1361961,1624.104,1
58.14093,1535.69934,1
58.1415138,1512.19812,1
58.14858,1568.86743,1
58.2329941,10156.1963,4
58.2518768,1650.30859,1
58.2559433,1507.44067,1
58.2605553,1519.06677,1
58.2828827,1560.79785,1
58.29195,1600.13159,1
58.29722,1633.53674,1
58.317894,1536.63953,1
58.385643,1633.51819,1
58.4035,1535.2074,1
58.4153,1679.89868,1
58.47439,1562.67346,1
58.4819641,1650.05127,1
58.52042,1682.01245,1
58.5244751,1570.66467,1
58.53025,1552.98914,1
58.5445023,1559.08862,1
58.553318,1529.00732,1
58.585186,1534.73254,1
58.58782,1403.51953,1
58.6507759,1569.59155,1
58.65476,1657.27319,1
58.65975,1544.27844,1
58.666523,1518.32056,1
58.6713257,1519.11658,1
58.6897049,1700.51318,1
58.7113953,1569.0918,1
58.7437172,1597.54834,1
58.7560959,1582.00183,1
58.7567024,1618.55066,1
58.7777328,1528.607,1
58.8114471,1513.25281,1
58.81394,1591.97314,1
58.82738,1512.51733,1
58.84151,1578.30835,1
58.85681,10627.5156,4
58.8709145,1583.90173,1
58.95804,1501.58948,1
58.96471,1523.24146,1
58.98746,1569.12354,1
59.0141029,1616.80774,1
59.02365,1560.30554,1
59.0282478,1591.34961,1
59.0519028,1544.58716,1
59.0602341,1583.49146,1
59.0946426,1598.80945,1
59.1499519,1529.22925,1
59.1875,1542.62415,1
59.2058067,1538.19971,1
59.20594,1564.50916,1
59.2634964,1572.9491,1
59.28931,1623.37952,1
59.30005,1595.5647,1
59.3249321,1585.39966,1
59.35065,1572.80249,1
59.3521843,1557.44385,1
59.377594,10346.1475,4
59.4100876,1569.79541,1
59.42857,1564.0509,1
59.4342346,1519.59143,1
59.4344635,1598.70874,1
59.4594727,1466.86267,1
59.4635124,1720.09082,1
59.4726677,1567.56909,1
59.48172,1513.21082,1
59.4856033,1597.29773,1
59.5268555,1547.09656,1
59.53327,1577.1134,1
59.5368347,1561.52734,1
59.5659142,1570.60046,1
59.56642,1531.68884,1
59.56953,1465.89343,1
59.58233,1609.18481,1
59.5879364,1575.39661,1
59.61343,1548.39124,1
59.64518,1674.9635,1
59.6638222,1561.57935,1
59.6703949,1564.90173,1
59.674675,1510.30518,1
59.68308,1675.87732,1
59.71986,1599.21423,1
59.732666,1553.40125,1
59.7372742,1581.37781,1
59.748497,1640.229,1
59.7686043,1557.20178,1
59.7978859,1522.17773,1
59.8364563,1610.949,1
59.8511543,1570.94043,1
59.8551521,1541.46521,1
59.8710365,1696.85168,1
59.87781,1614.54749,1
59.8791962,1590.06921,1
59.89954,1528.01611,1
59.91051,1569.29675,1
59.9198723,1590.50208,1
59.957653,1526.99487,1
59.97177,1572.36145,1
59.9843864,1602.43835,1
60.01508,1638.8584,1
60.03906,1628.092,1
60.04922,1689.87415,1
60.06772,1602.842,1
60.07269,1580.55811,1
60.08921,1638.604,1
60.1155319,1564.04407,1
60.1387177,10337.6807,4
60.14626,1540.71216,1
60.173008,1657.07813,1
60.1789474,1537.59973,1
60.2537,1490.74426,1
60.2802734,1490.05811,1
60.3186035,1513.2627,1
60.33612,1516.6062,1
60.3444977,1529.13892,1
60.36785,1599.94409,1
60.4638863,1566.28088,1
60.47391,1613.72229,1
60.5417633,1552.7323,1
60.5468254,1617.17822,1
60.5713539,10144.3711,4
60.6054955,1642.55652,1
60.6062927,1567.38586,1
60.6082573,1579.485,1
60.6092453,1518.99109,1
60.64309,1633.81689,1
60.6495552,1484.65393,1
60.65872,1622.45642,1
60.659687,1579.33716,1
60.66094,1594.96057,1
60.6720123,1602.22314,1
60.684063,1539.02454,1
60.6841,1531.54211,1
60.68527,1582.875,1
60.70016,1576.70178,1
60.7674942,10303.1191,4
60.773304,1586.74573,1
60.7748756,1681.89453,1
60.77601,1563.33679,1
60.7804451,1543.49658,1
60.7996,1537.65222,1
60.8358536,1471.01965,1
60.83834,1571.7179,1
60.8569145,1658.56409,1
60.8658638,1539.81885,1
60.9006577,1515.70862,1
60.90905,1549.35046,1
60.91821,1565.20959,1
60.9187431,1535.74329,1
60.9254456,1568.2345,1
60.9318123,1568.26111,1
60.94139,1557.71057,1
60.9483376,1563.56689,1
61.0071869,1599.454,1
61.0154724,1580.353,1
61.0271378,1600.88818,1
61.03123,1697.93127,1
61.0337219,1638.97375,1
61.0350266,1541.61523,1
61.03814,1568.80017,1
61.0391235,1598.94763,1
61.04576,1552.57959,1
61.07193,1614.06,1
61.07214,1577.59375,1
61.09021,1563.18286,1
61.12491,1613.40344,1
61.13347,1582.20813,1
61.1421928,1504.20837,1
61.1657372,1538.066,1
61.1677971,1532.867,1
61.17215,1571.94482,1
61.1820679,1590.90173,1
61.186264,1624.212,1
61.21464,10085.2148,4
61.22498,1550.895,1
61.2313957,1557.08081,1
61.2544022,1594.32971,1
61.3040848,1507.75391,1
61.3113747,1609.13416,1
61.3226624,1519.239,1
61.341732,1611.89441,1
61.3560944,1553.57532,1
61.380703,1572.26733,1
61.40576,1651.27734,1
61.40598,1674.29614,1
61.44855,1563.00366,1
61.45406,1509.1748,1
61.46289,1602.20447,1
61.46407,1600.93555,1
61.46521,1668.57617,1
61.47036,1540.51477,1
61.4706154,1541.417,1
61.47116,1595.19287,1
61.5050278,1551.96326,1
61.5227776,1630.47278,1
61.5438347,1537.7915,1
61.5594063,1635.141,1
61.5613441,1624.13171,1
61.56391,1549.10486,1
61.57581,1546.88245,1
61.5884171,1593.68384,1
61.5984573,1588.36121,1
61.6227,1569.31421,1
61.63076,1595.031,1
61.63513,1531.69824,1
61.6586227,1470.47949,1
61.67893,1556.03711,1
61.69066,1533.26331,1
61.69211,10124.2549,4
61.70241,1659.476,1
61.70308,1535.29285,1
61.7040558,1639.41968,1
61.7115364,1556.53735,1
61.7221565,1586.77832,1
61.7315445,1562.67273,1
61.7664032,1672.93115,1
61.7850342,1577.77441,1
61.796402,1611.72009,1
61.81311,1517.5658,1
61.8205338,1511.62476,1
61.82701,1536.49707,1
61.83623,1460.0509,1
61.83896,1491.06543,1
61.8723869,1624.77515,1
61.8748055,1539.11523,1
61.8797264,1450.92542,1
61.8947372,1539.4668,1
61.89518,1541.48193,1
61.9276276,1619.755,1
61.9398422,1508.109,1
61.9448929,1528.37866,1
61.947567,1552.37927,1
61.95006,1579.98926,1
61.9568825,1580.463,1
61.9601669,1622.37744,1
61.96302,1511.195,1
61.97348,1453.57654,1
61.9735069,1567.42493,1
61.98628,1520.94067,1
61.99724,1577.72913,1
61.99893,1567.25378,1
62.00518,1602.58459,1
62.006073,1571.591,1
62.0175934,1592.65247,1
62.0266571,1579.88452,1
62.03193,1640.23547,1
62.07003,1610.986,1
62.08483,1486.25537,1
62.1002426,1611.82092,1
62.1286469,1679.6947,1
62.1322365,1540.67554,1
62.13372,1528.996,1
62.136528,1571.42151,1
62.1376648,1581.063,1
62.1407547,1638.54163,1
62.1525726,1656.56885,1
62.17033,1583.25623,1
62.1737938,1540.14343,1
62.1768036,1526.1571,1
62.2101936,1589.87183,1
62.2279854,1502.48315,1
62.2488632,1568.6593,1
62.2508469,1580.33386,1
62.26447,1543.45837,1
62.2722664,10354.36,4
62.2843246,1599.60791,1
62.2905922,1536.89819,1
62.30872,1535.11731,1
62.3203621,1616.69617,1
62.33602,1558.43286,1
62.3468246,1545.62463,1
62.3714561,1573.6073,1
62.37896,1605.81555,1
62.38618,1444.02527,1
62.42116,1470.72327,1
62.4325867,1467.85645,1
62.45086,1570.12622,1
62.4592,1612.54651,1
62.482338,1770.74646,1
62.4824142,1560.96338,1
62.4833946,1511.35352,1
62.5131645,1540.35522,1
62.517765,1537.914,1
62.5256653,1518.02515,1
62.535984,1552.98242,1
62.549427,1505.23962,1
62.5495148,1582.49426,1
62.55301,1495.42639,1
62.561615,1692.45154,1
62.5698624,1552.02051,1
62.58022,1507.09766,1
62.59507,1626.3761,1
62.61196,1542.653,1
62.6309776,1619.33533,1
62.6463,1590.662,1
62.67521,1590.29138,1
62.6769257,1580.35535,1
62.6824951,1538.67126,1
62.68654,1616.89319,1
62.6904,1539.39746,1
62.6910133,1514.82288,1
62.69169,1624.37878,1
62.69263,1557.17041,1
62.69804,1628.4906,1
62.7029381,1590.93835,1
62.7275238,1555.80334,1
62.73385,1567.64355,1
62.75903,1562.32874,1
62.7662964,1588.23108,1
62.77498,1612.176,1
62.7825,1544.95532,1
62.788662,1513.41528,1
62.81119,1546.95227,1
62.82508,1569.50879,1
62.8377075,1557.47925,1
62.8460541,1598.45435,1
62.87232,1514.39771,1
62.8759956,1563.40417,1
62.90819,1528.23792,1
62.9124222,9888.179,4
62.9241066,1657.75415,1
62.9319572,1548.842,1
62.9354248,1670.68237,1
62.9498558,1543.56677,1
62.9627075,1514.95581,1
62.99258,1645.77673,1
62.9971237,1534.02161,1
63.02491,1684.7749,1
63.02721,1611.716,1
63.0286446,1525.09985,1
63.0581245,1609.90173,1
63.0585327,1628.01758,1
63.0766449,1565.34021,1
63.113327,1562.176,1
63.13292,1581.31714,1
63.1348038,1570.76868,1
63.1656837,1560.835,1
63.1778564,1655.56384,1
63.1783257,1580.41089,1
63.1825676,1644.0863,1
63.1867943,1591.35071,1
63.2025452,1584.74573,1
63.20904,1534.68677,1
63.2291565,1620.23413,1
63.2379456,1523.46277,1
63.2455,1554.50757,1
63.2509422,1576.01965,1
63.2528877,1544.92224,1
63.26193,1549.71826,1
63.26359,1615.84058,1
63.26772,1560.87537,1
63.26999,1504.71289,1
63.273983,1526.86011,1
63.2805519,1571.2207,1
63.28539,1553.84668,1
63.2941132,1563.57922,1
63.2952652,1537.68652,1
63.2958946,1495.64392,1
63.3164558,1581.47791,1
63.3303833,10324.7422,4
63.3441124,10044.6934,4
63.3608131,1504.63086,1
63.362114,1500.12524,1
63.3749275,1545.20349,1
63.3800735,1612.5896,1
63.40988,1504.30725,1
63.4186363,1600.62781,1
63.420845,1518.88977,1
63.4283638,1551.89563,1
63.4312,1601.81689,1
63.45374,1573.15833,1
63.48009,1573.99866,1
63.49094,1617.58582,1
63.4930573,1419.55676,1
63.4997826,1605.53357,1
63.53551,1533.32788,1
63.538044,1683.48962,1
63.57852,1528.85327,1
63.58278,1510.00427,1
63.5879669,1483.279,1
63.631176,1488.36792,1
63.6477928,1537.49548,1
63.65865,1560.24536,1
63.67051,1600.97974,1
63.6841621,1572.89771,1
63.7072678,1561.105,1
63.7095528,10410.3613,4
63.7268639,1587.7843,1
63.7339,1491.19507,1
63.7364426,1554.18872,1
63.7417068,1505.17969,1
63.7496033,1642.05151,1
63.7527046,1510.82336,1
63.7738571,1695.14172,1
63.7793045,1495.97949,1
63.78459,1510.76184,1
63.785778,1541.88806,1
63.7869835,1605.79382,1
63.790287,1522.79663,1
63.79581,1511.072,1
63.79632,1529.89685,1
63.79707,1644.55969,1
63.8016129,1553.74463,1
63.8042374,1544.89343,1
63.81326,1511.53845,1
63.8217239,1598.39709,1
63.82291,1575.74646,1
63.84074,1569.21179,1
63.8562927,10371.9238,4
63.8777161,1555.06177,1
63.8777351,1620.76086,1
63.8933868,1537.45691,1
63.9015846,1637.95007,1
63.90315,1535.51636,1
63.9128036,1539.02991,1
63.9247131,1579.72974,1
63.94147,1491.68481,1
63.94239,1614.35144,1
63.95859,1552.11682,1
63.9605179,1505.18958,1
64.01091,1607.63,1
64.03493,1598.61743,1
64.0476761,1561.98145,1
64.0494461,1569.66614,1
64.05609,1510.1792,1
64.06096,1546.32971,1
64.0629349,1604.54712,1
64.07035,1475.48987,1
64.07668,1532.51282,1
64.0777054,1584.64148,1
64.09598,1513.19165,1
64.10082,1581.3064,1
64.10866,1717.5553,1
64.11352,1548.02515,1
64.1232147,1562.21362,1
64.1329041,1512.30579,1
64.1409454,1572.77356,1
64.1879044,1550.87256,1
64.1893,1521.28809,1
64.18987,1601.54138,1
64.20567,9973.512,4
64.21281,10151.6016,4
64.21291,1571.73389,1
64.21956,10246.1182,4
64.23025,1548.3916,1
64.23265,1579.38062,1
64.2349,1500.32922,1
64.2350159,1633.369,1
64.25674,1520.862,1
64.25698,1603.92261,1
64.25728,1533.20508,1
64.2620239,1537.58911,1
64.26561,1606.15747,1
64.2903748,1578.45435,1
64.29237,1503.92908,1
64.3023453,1564.08765,1
64.30285,1610.39478,1
64.30477,1479.17822,1
64.31316,1541.677,1
64.32397,1546.68323,1
64.3592,1561.47253,1
64.3633041,1477.34058,1
64.37487,1534.42285,1
64.37721,1539.92334,1
64.40009,1580.24316,1
64.40076,1623.25745,1
64.45088,1531.002,1
64.45204,1550.445,1
64.45624,1614.37781,1
64.465126,1603.86475,1
64.46635,1491.7478,1
64.48791,1573.37134,1
64.4912338,1580.37085,1
64.49533,1536.0105,1
64.49594,1548.44678,1
64.5084457,1583.37488,1
64.5108,1588.62622,1
64.51863,1541.74719,1
64.5239,1622.62061,1
64.53823,1558.74353,1
64.5806351,1518.26208,1
64.598526,1565.07239,1
64.61263,1464.19824,1
64.62266,1485.35144,1
64.63663,1565.99207,1
64.63672,1604.21448,1
64.6422958,1582.11389,1
64.64621,10235.6943,4
64.66245,1662.54431,1
64.6807,1510.09375,1
64.68229,1559.88037,1
64.6894,9677.954,4
64.6917343,1537.37256,1
64.7145844,1527.91858,1
64.7162,1561.44531,1
64.71959,1619.64636,1
64.75452,1555.66138,1
64.78748,1592.85876,1
64.78959,1602.44971,1
64.79364,1620.56482,1
64.80363,1536.68066,1
64.81822,1548.65857,1
64.82166,1540.866,1
64.8668747,1580.78882,1
64.8675156,1636.72583,1
64.88099,1515.59924,1
64.8824158,1628.61023,1
64.88491,1545.18274,1
64.9008255,1599.86047,1
64.91436,1552.89966,1
64.94919,1584.54126,1
64.95003,10338.2,4
64.95545,1560.26965,1
64.9603043,1566.19727,1
64.97855,1537.54272,1
64.99549,1626.957,1
65.02099,1487.14844,1
65.02866,1543.52441,1
65.03571,1585.4574,1
65.0955,10176.7412,4
65.09617,1543.72473,1
65.13556,1623.39783,1
65.14229,1607.24585,1
65.15058,1623.71814,1
65.16327,1591.17883,1
65.1874,1526.18713,1
65.19686,1532.36438,1
65.19765,1511.47644,1
65.20319,1540.89563,1
65.22292,1724.44946,1
65.22336,1596.22278,1
65.22597,1529.132,1
65.2383347,1625.54712,1
65.26094,1586.48572,1
65.2736,1723.19116,1
65.27705,1539.80371,1
65.2917,1569.98914,1
65.2941,1469.01978,1
65.29421,1533.03552,1
65.301445,1534.87073,1
65.3164749,1625.91284,1
65.34326,1555.75549,1
65.34788,1548.58252,1
65.34916,1524.495,1
65.35177,1592.24463,1
65.35325,1575.88672,1
65.3671341,1477.23853,1
65.37752,1606.85254,1
65.3863144,1562.11475,1
65.387764,1643.42334,1
65.38851,1594.10376,1
65.4159,1520.00647,1
65.43335,1526.77734,1
65.44414,1537.994,1
65.4443054,1588.13513,1
65.456,1644.10376,1
65.45944,1520.20654,1
65.47288,1535.49365,1
65.47808,1516.88745,1
65.4811249,1575.54773,1
65.4857559,1649.8363,1
65.48686,1636.99548,1
65.49458,1529.7124,1
65.5193,1679.38953,1
65.5244751,1610.097,1
65.52804,1519.22351,1
65.5414658,1529.38977,1
65.542984,1589.98438,1
65.56754,1554.465,1
65.5833054,1549.07214,1
65.58345,1553.27576,1
65.5835953,1570.37573,1
65.59753,1622.62122,1
65.6114349,1519.53918,1
65.61589,1536.7019,1
65.616806,1648.35828,1
65.62569,1470.47229,1
65.6569443,1496.89771,1
65.6614761,1571.93933,1
65.6722,1659.28394,1
65.67993,1495.68066,1
65.69938,1468.95093,1
65.70242,1603.618,1
65.702446,1532.86035,1
65.72433,1567.09912,1
65.72561,1597.15442,1
65.7264,1743.482,1
65.7284241,1592.85437,1
65.73242,1573.08777,1
65.73303,1566.524,1
65.73567,1563.05676,1
65.73575,1537.66968,1
65.74668,1546.88782,1
