Ch1 Amplitude,Ch2 Amplitude,Cluster
41.2887535,670.136658,1
41.3142242,686.126648,1
41.32251,718.344238,1
41.3740654,652.2406,1
41.38001,672.3076,1
41.3944626,651.824341,1
41.40589,710.756531,1
41.44526,731.1577,1
41.4557152,673.7778,1
41.4563446,735.805054,1
41.4662971,698.0954,1
41.4743767,682.572266,1
41.48615,657.6488,1
41.50371,731.737366,1
41.5449753,686.602051,1
41.54833,701.443542,1
41.5719757,710.9941,1
41.5817,660.519958,1
41.61448,707.425659,1
41.62273,735.7586,1
41.6437454,699.7843,1
41.6489639,679.996338,1
41.6894379,681.5033,1
41.6998253,673.71936,1
41.7150955,673.073547,1
41.71767,712.1754,1
41.72359,693.151,1
41.7297173,676.4976,1
41.73288,692.0606,1
41.75536,673.0382,1
41.7566338,673.8655,1
41.7753143,727.7984,1
41.80062,720.2819,1
41.82648,690.1563,1
41.8283577,679.410156,1
41.87344,719.39386,1
41.8851929,674.562134,1
41.89578,748.686157,1
41.9237633,704.9568,1
41.94503,655.7893,1
41.9661674,669.661255,1
41.976532,699.7268,1
41.98502,690.9716,1
41.98919,693.5636,1
41.9912834,743.250061,1
42.0163574,674.033936,1
42.02837,711.380066,1
42.0817,674.491333,1
42.082222,735.1542,1
42.08326,736.004,1
42.0924034,693.196,1
42.1010971,718.0082,1
42.14121,702.7895,1
42.14531,704.4144,1
42.1478577,691.851257,1
42.1536064,719.2549,1
42.15589,713.2211,1
42.1764374,661.7701,1
42.1841965,755.577759,1
42.20064,738.082,1
42.2078323,701.5098,1
42.2132874,651.0987,1
42.22394,658.7905,1
42.22899,713.58075,1
42.2634277,671.8048,1
42.2675629,745.3509,1
42.3919678,713.848755,1
42.4041634,661.6883,1
42.4321022,688.7697,1
42.45366,717.0393,1
42.4543953,702.6278,1
42.4647827,667.994446,1
42.47631,716.037354,1
42.53069,712.717,1
42.5977,697.733,1
42.5992355,649.082153,1
42.6343956,681.7984,1
42.6703835,713.3491,1
42.6903534,688.84,1
42.69707,770.378662,1
42.7132149,627.631165,1
42.72081,714.2381,1
42.74331,708.3407,1
42.74525,687.8868,1
42.7455559,668.3974,1
42.7523422,675.0804,1
42.75891,664.230835,1
42.7814064,714.3701,1
42.7943344,737.1244,1
42.8050232,737.29834,1
42.809166,739.5292,1
42.8101578,703.4706,1
42.854744,733.7938,1
42.86326,638.597046,1
42.87171,672.474,1
42.8761368,718.4286,1
42.90519,718.657349,1
42.9594765,655.9075,1
42.96335,673.000549,1
42.9666138,687.1382,1
42.972393,694.3408,1
42.9759445,716.0093,1
42.9772224,701.7724,1
42.9940338,687.386536,1
43.0203133,706.630859,1
43.0353928,725.5849,1
43.05069,680.085449,1
43.0531235,673.1149,1
43.111702,688.904541,1
43.1260452,721.9852,1
43.1304932,705.982,1
43.1355667,688.7076,1
43.13854,677.093933,1
43.171566,651.2867,1
43.20407,673.3346,1
43.2139778,646.7654,1
43.2195778,668.901733,1
43.221,712.486755,1
43.2273827,721.5354,1
43.22818,716.928162,1
43.2407,717.78656,1
43.24276,718.8897,1
43.2489243,748.5171,1
43.2752266,729.3974,1
43.2832642,697.3321,1
43.289135,694.598938,1
43.30501,653.821045,1
43.3107452,671.5554,1
43.3161469,677.0035,1
43.33571,712.6234,1
43.39315,699.4453,1
43.4045067,697.3309,1
43.4089851,678.2328,1
43.4101753,683.5649,1
43.4122124,739.0026,1
43.41698,679.093933,1
43.4301224,662.1506,1
43.4356956,688.3088,1
