x-coordinate_in_pixel, y-coordinate_in_pixel, Chan1_FluoValue, Chan2_FluoValue, Chan3_FluoValue, index
777, 805, 17230, 7523, 3760, 9643
1086, 979, 18972, 7968, 3810, 9644
2224, 977, 14880, 6519, 3486, 9645
914, 806, 19527, 8168, 4032, 9646
1381, 958, 17808, 7507, 3819, 9647
1609, 843, 17625, 7508, 3760, 9648
1655, 806, 16686, 6989, 3545, 9649
1764, 805, 16915, 7118, 3571, 9650
1613, 892, 17416, 7297, 3646, 9651
1365, 850, 17149, 7354, 3721, 9652
1821, 806, 16884, 7237, 3579, 9653
1093, 817, 19359, 8084, 3803, 9654
1179, 1235, 16112, 6635, 3328, 9655
2224, 805, 14973, 6385, 3066, 9656
1778, 1155, 15878, 7918, 25709, 9657
1586, 843, 17601, 7540, 3812, 9658
968, 980, 18053, 7688, 3828, 9659
845, 806, 17969, 7683, 3840, 9660
1250, 1207, 15483, 6624, 3302, 9661
934, 807, 19221, 8210, 4074, 9662
2112, 976, 15178, 6496, 3214, 9663
1024, 807, 19661, 8332, 4109, 9664
1093, 847, 19404, 9539, 28852, 9665
1322, 806, 16891, 7490, 3735, 9666
807, 867, 18136, 7670, 3752, 9667
1688, 807, 16065, 6950, 3413, 9668
2234, 811, 14796, 6248, 3049, 9669
1707, 807, 16182, 6750, 3419, 9670
1696, 1239, 15726, 6454, 3306, 9671
1840, 807, 16721, 8570, 26580, 9672
1843, 942, 15745, 6647, 3369, 9673
2243, 806, 14991, 6559, 3169, 9674
530, 808, 18402, 7796, 3847, 9675
1332, 812, 17038, 7596, 3578, 9676
571, 807, 17662, 7696, 3771, 9677
632, 807, 18131, 9057, 27111, 9678
1026, 900, 18767, 7999, 3808, 9679
1859, 807, 16600, 6999, 3434, 9680
1924, 868, 16796, 6988, 3383, 9681
1934, 808, 16713, 8298, 25783, 9682
790, 901, 18546, 8016, 3906, 9683
1990, 808, 16626, 6782, 3328, 9684
1642, 864, 17222, 7213, 3655, 9685
560, 809, 18524, 9254, 28846, 9686
1556, 930, 17660, 7398, 3692, 9687
884, 809, 18370, 7719, 3954, 9688
1142, 811, 17536, 7387, 3583, 9689
1973, 985, 15388, 6548, 3199, 9690
1971, 895, 15951, 6959, 3270, 9691
1802, 869, 16757, 6944, 3398, 9692
1189, 809, 18409, 8093, 4273, 9693
829, 935, 18601, 8014, 4077, 9694
1971, 808, 16672, 7166, 3423, 9695
2009, 808, 16110, 6961, 3497, 9696
1278, 1159, 16390, 6805, 3380, 9697
2028, 808, 16234, 6957, 3372, 9698
2196, 864, 15594, 6582, 3332, 9699
2046, 808, 16196, 6673, 3318, 9700
909, 899, 18874, 7970, 4037, 9701
2065, 809, 15817, 6682, 3320, 9702
635, 900, 18630, 9225, 26250, 9703
973, 809, 19260, 8268, 4035, 9704
2177, 864, 15559, 6617, 3233, 9705
1063, 809, 19330, 8170, 3926, 9706
738, 1162, 14566, 6215, 3222, 9707
1084, 810, 19895, 8400, 3962, 9708
869, 864, 18641, 7898, 4012, 9709
1248, 809, 18175, 7933, 3916, 9710
1287, 810, 18087, 7738, 3719, 9711
2009, 917, 15628, 6804, 3359, 9712
1052, 861, 19219, 8271, 4181, 9713
1307, 810, 17416, 7432, 3534, 9714
1680, 1192, 15699, 6502, 3278, 9715
2122, 809, 15983, 6675, 3211, 9716
2140, 809, 15302, 6810, 3334, 9717
2159, 809, 15418, 6722, 3264, 9718
2079, 1179, 14615, 6474, 3105, 9719
1495, 861, 17432, 7677, 3660, 9720
611, 810, 17975, 8974, 26455, 9721
2121, 917, 15487, 6459, 3324, 9722
739, 896, 18061, 7660, 3793, 9723
993, 811, 19481, 8328, 4186, 9724
920, 984, 17819, 7504, 3874, 9725
1320, 928, 17493, 7653, 3681, 9726
978, 986, 17795, 7616, 3771, 9727
1668, 933, 18056, 7355, 3623, 9728
688, 987, 17293, 7530, 3589, 9729
1461, 900, 17517, 7494, 3609, 9730
1449, 919, 17649, 7582, 3717, 9731
1686, 866, 16507, 6958, 3574, 9732
666, 871, 17487, 7779, 3766, 9733
1410, 812, 16894, 7356, 3661, 9734
1707, 905, 16917, 7041, 3405, 9735
2215, 811, 14943, 6461, 3165, 9736
729, 812, 17633, 7659, 3710, 9737
2020, 1242, 15101, 6422, 3154, 9738
1477, 1163, 16107, 6915, 3329, 9739
971, 867, 18837, 8047, 4173, 9740
768, 811, 17245, 7676, 3720, 9741
787, 811, 17527, 7883, 3821, 9742
1460, 920, 17641, 7528, 3683, 9743
1495, 900, 17329, 7407, 3649, 9744
1415, 939, 17880, 7680, 3705, 9745
923, 812, 19048, 8052, 4058, 9746
1598, 1164, 16216, 6599, 3425, 9747
1422, 812, 17371, 7509, 3860, 9748
1735, 811, 15759, 6847, 3306, 9749
874, 1243, 14753, 6184, 3175, 9750
655, 1194, 15284, 6321, 3101, 9751
1218, 872, 18377, 8028, 3794, 9752
1811, 811, 16223, 7891, 25204, 9753
1297, 871, 18428, 7702, 3754, 9754
600, 812, 18031, 7745, 4213, 9755
1297, 905, 17789, 7756, 3716, 9756
943, 813, 19093, 8206, 4009, 9757
2168, 858, 15332, 6471, 3275, 9758
2112, 1164, 14911, 6552, 3145, 9759
1502, 812, 17400, 7344, 3762, 9760
1365, 870, 17482, 7400, 3669, 9761
2149, 890, 15645, 6551, 3372, 9762
1558, 813, 17442, 7401, 3783, 9763
1592, 813, 17591, 7390, 3802, 9764
1841, 899, 15700, 6722, 3308, 9765
1830, 813, 16298, 6857, 3357, 9766
2056, 868, 15960, 6774, 3403, 9767
1849, 812, 16463, 6997, 3422, 9768
1851, 904, 15814, 6798, 3274, 9769
1924, 813, 16285, 7096, 3465, 9770
2252, 865, 14760, 6343, 3150, 9771
589, 814, 17759, 7442, 3774, 9772
880, 859, 19372, 8337, 4025, 9773
2130, 901, 15744, 6704, 3436, 9774
661, 813, 17877, 7654, 3714, 9775
873, 814, 18061, 7749, 3683, 9776
1500, 871, 17236, 7636, 3725, 9777
1033, 813, 19275, 8307, 4027, 9778
1041, 866, 19018, 8421, 4046, 9779
1603, 814, 17484, 7311, 3722, 9780
2205, 869, 15632, 6461, 3395, 9781
1615, 814, 17518, 7521, 3768, 9782
1248, 866, 18100, 7887, 3861, 9783
1943, 813, 16766, 8517, 26196, 9784
661, 933, 17860, 7584, 3808, 9785
1981, 813, 16195, 6873, 3329, 9786
1483, 900, 17433, 7400, 3803, 9787
2000, 814, 16122, 6882, 3319, 9788
1697, 866, 16586, 6948, 3452, 9789
2018, 813, 16017, 6861, 3343, 9790
880, 871, 19358, 8228, 4132, 9791
2037, 814, 16236, 6904, 3322, 9792
1094, 872, 19267, 8241, 3804, 9793
1966, 1166, 15740, 7751, 23838, 9794
963, 814, 19256, 8279, 4072, 9795
1478, 871, 17397, 7545, 3589, 9796
1053, 814, 19620, 8278, 4023, 9797
1179, 815, 18901, 9507, 29481, 9798
1198, 815, 18262, 7727, 3842, 9799
672, 938, 18090, 7644, 3810, 9800
1637, 815, 17653, 7393, 3659, 9801
1663, 923, 17628, 7381, 3617, 9802
1681, 815, 16122, 6755, 3358, 9803
2056, 814, 16138, 6829, 3386, 9804
1018, 1167, 16347, 6832, 3507, 9805
2075, 814, 15811, 6868, 3309, 9806
2074, 857, 15905, 6826, 3249, 9807
578, 816, 18054, 7773, 3781, 9808
1563, 862, 17769, 7523, 3789, 9809
983, 816, 19252, 8352, 4050, 9810
2212, 1197, 15195, 7369, 3775, 9811
1073, 815, 19457, 8319, 3884, 9812
1515, 1153, 16685, 6829, 3449, 9813
1278, 815, 18269, 7568, 3732, 9814
2159, 928, 15424, 6560, 3204, 9815
1820, 816, 15355, 6706, 3247, 9816
1962, 857, 16421, 7084, 3270, 9817
2150, 815, 15573, 6737, 3360, 9818
2046, 895, 16244, 6606, 3331, 9819
701, 817, 17476, 7525, 3639, 9820
1421, 890, 17435, 7490, 3652, 9821
777, 817, 17471, 7565, 3768, 9822
918, 1185, 16035, 6604, 3396, 9823
1691, 857, 15432, 6507, 3478, 9824
1297, 816, 17726, 7621, 3671, 9825
611, 870, 18007, 9070, 28010, 9826
1745, 816, 16067, 6696, 3418, 9827
672, 862, 16884, 7348, 3885, 9828
1764, 816, 16810, 6949, 3520, 9829
787, 1154, 14482, 6407, 3499, 9830
1783, 816, 16851, 6778, 3329, 9831
1586, 862, 18160, 7479, 3853, 9832
2206, 816, 14940, 6336, 3187, 9833
683, 860, 17565, 8961, 27012, 9834
1002, 903, 18773, 8011, 3907, 9835
628, 818, 18126, 7689, 3919, 9836
719, 817, 17458, 7663, 3810, 9837
1702, 896, 16814, 7056, 3502, 9838
738, 817, 17223, 7395, 3668, 9839
757, 817, 17416, 7598, 3849, 9840
1154, 859, 18652, 7936, 3869, 9841
844, 817, 18120, 7697, 3810, 9842
1354, 889, 16979, 7440, 3640, 9843
1113, 819, 19068, 7966, 3813, 9844
1726, 817, 16212, 6776, 3476, 9845
1410, 870, 17294, 7373, 3789, 9846
2168, 891, 15770, 6578, 3332, 9847
1134, 819, 18664, 9609, 29959, 9848
1659, 855, 17548, 7161, 3554, 9849
1859, 819, 16643, 7060, 3451, 9850
2065, 819, 15891, 6734, 3269, 9851
1251, 1169, 15985, 6992, 3553, 9852
1961, 1156, 15146, 6615, 3369, 9853
1512, 891, 17720, 7566, 3738, 9854
952, 820, 19159, 8118, 4029, 9855
1887, 857, 16607, 7014, 3495, 9856
1042, 819, 18784, 8074, 3998, 9857
1717, 855, 15677, 6647, 3356, 9858
1952, 819, 16524, 6998, 3477, 9859
1875, 1155, 15260, 6477, 3265, 9860
1971, 819, 16171, 7081, 3429, 9861
2093, 923, 15760, 6764, 3496, 9862
1990, 819, 16652, 7059, 3525, 9863
709, 857, 17318, 7653, 4008, 9864
2028, 819, 16038, 6748, 3293, 9865
739, 862, 17591, 7488, 3757, 9866
2084, 820, 15779, 6907, 3265, 9867
2196, 896, 15401, 6478, 3164, 9868
607, 821, 17821, 7713, 3941, 9869
1076, 974, 18570, 7777, 3782, 9870
1331, 928, 18050, 7831, 4124, 9871
1189, 866, 18622, 9366, 29188, 9872
1248, 820, 18110, 7676, 3737, 9873
1268, 820, 18497, 7643, 3796, 9874
2168, 1233, 15028, 6478, 3266, 9875
891, 1157, 16419, 6972, 3575, 9876
2084, 863, 15884, 6783, 3311, 9877
1450, 821, 17034, 7316, 3639, 9878
1795, 821, 16342, 6886, 3268, 9879
1511, 930, 17878, 7529, 3764, 9880
1806, 821, 16660, 7059, 3511, 9881
2121, 820, 15874, 6650, 3323, 9882
1878, 908, 16009, 6668, 3402, 9883
1813, 895, 16305, 6745, 3299, 9884
2140, 820, 15572, 6742, 3288, 9885
2196, 907, 15559, 6463, 3212, 9886
1518, 862, 17772, 7472, 3783, 9887
2159, 820, 15558, 7871, 23918, 9888
1017, 974, 18037, 7836, 3806, 9889
1277, 894, 18292, 7737, 3891, 9890
2178, 820, 15489, 6487, 3253, 9891
2242, 1232, 15810, 6705, 3598, 9892
1339, 1190, 15941, 6861, 3437, 9893
2121, 863, 15558, 6599, 3343, 9894
2241, 1192, 15803, 6829, 3497, 9895
668, 822, 17317, 7546, 3560, 9896
1083, 821, 19870, 8183, 3889, 9897
1287, 821, 17709, 7536, 3595, 9898
1679, 933, 17046, 7149, 3569, 9899
1382, 821, 17303, 8919, 27362, 9900
1455, 910, 17564, 7584, 3817, 9901
1287, 900, 18321, 7790, 3780, 9902
1394, 821, 17217, 7427, 4002, 9903
1376, 909, 17570, 7576, 3826, 9904
709, 867, 17618, 7662, 4500, 9905
1405, 821, 16878, 7170, 3552, 9906
782, 976, 17870, 7855, 4321, 9907
970, 901, 18349, 7850, 3909, 9908
1427, 822, 16525, 7322, 3584, 9909
1317, 860, 18371, 7550, 3685, 9910
1484, 822, 17519, 7641, 3794, 9911
2048, 1158, 15263, 6623, 3210, 9912
1496, 822, 17448, 7488, 3724, 9913
1135, 1158, 16140, 6829, 3606, 9914
1754, 822, 16239, 6900, 3358, 9915
1620, 863, 17691, 8755, 27230, 9916
1773, 821, 17215, 7040, 3391, 9917
1877, 862, 16173, 6924, 3416, 9918
2215, 821, 14798, 6388, 3128, 9919
1794, 896, 16271, 6680, 3249, 9920
596, 822, 18073, 7347, 3735, 9921
779, 895, 18627, 7860, 3958, 9922
657, 823, 17676, 7588, 3761, 9923
1438, 860, 17105, 7185, 3616, 9924
709, 823, 17276, 7489, 3702, 9925
981, 894, 18943, 9629, 30586, 9926
729, 823, 17169, 7573, 3580, 9927
1238, 860, 18402, 7823, 3794, 9928
787, 822, 17902, 7777, 3818, 9929
1727, 849, 15880, 6710, 3290, 9930
903, 823, 18999, 8281, 4146, 9931
1802, 847, 16195, 6744, 3333, 9932
1124, 823, 19109, 8096, 4050, 9933
1933, 884, 16419, 7013, 3527, 9934
1356, 824, 16800, 7349, 3625, 9935
1814, 927, 15487, 6434, 3224, 9936
1507, 822, 17694, 7449, 3670, 9937
1382, 860, 17764, 8909, 27341, 9938
1552, 823, 17699, 7456, 3787, 9939
597, 852, 18235, 7221, 3786, 9940
1563, 823, 17600, 7226, 3703, 9941
2065, 917, 15610, 6796, 3202, 9942
1586, 823, 17625, 7623, 3835, 9943
1813, 884, 16470, 6872, 3272, 9944
1598, 823, 17527, 7284, 3746, 9945
1013, 824, 19218, 8205, 4025, 9946
1609, 824, 17255, 7327, 3668, 9947
1632, 824, 16955, 7280, 3681, 9948
791, 936, 18177, 7723, 4023, 9949
1980, 878, 16106, 6764, 3392, 9950
1478, 851, 17649, 7659, 3665, 9951
1717, 823, 15992, 6762, 3255, 9952
710, 913, 18266, 8109, 4004, 9953
1943, 824, 16598, 6995, 3434, 9954
619, 849, 17888, 7742, 3743, 9955
1980, 824, 15868, 6780, 3384, 9956
1546, 852, 17844, 7426, 3775, 9957
646, 825, 17688, 7528, 3639, 9958
873, 825, 18945, 8030, 3950, 9959
1620, 1258, 15099, 7454, 23460, 9960
1859, 1146, 15658, 6663, 3288, 9961
857, 1176, 15789, 6680, 3298, 9962
1033, 825, 19275, 8128, 4105, 9963
1336, 827, 17331, 7403, 3614, 9964
1728, 1003, 16822, 7034, 3522, 9965
1641, 883, 16911, 7191, 3655, 9966
2168, 847, 15756, 6735, 3318, 9967
1886, 824, 16689, 7052, 3483, 9968
1529, 881, 17595, 7417, 3767, 9969
1962, 824, 16759, 7030, 3388, 9970
2103, 1144, 15066, 6507, 3160, 9971
1999, 824, 16156, 8238, 25029, 9972
739, 851, 17557, 7655, 4248, 9973
962, 826, 19266, 8340, 4034, 9974
1052, 826, 19871, 8359, 4034, 9975
1159, 826, 19227, 7941, 3943, 9976
880, 1195, 15903, 6698, 3453, 9977
678, 846, 17020, 7063, 3726, 9978
1179, 826, 18558, 8078, 4086, 9979
1908, 936, 15846, 6929, 3385, 9980
1850, 882, 16011, 6678, 3344, 9981
1654, 826, 17197, 7057, 3542, 9982
1870, 936, 15817, 6694, 3221, 9983
1387, 850, 17724, 7609, 4017, 9984
1198, 848, 17975, 7996, 3746, 9985
2056, 825, 15698, 6840, 3330, 9986
2075, 825, 15768, 6815, 3305, 9987
1086, 1002, 18544, 7946, 3785, 9988
1568, 911, 17635, 7462, 3702, 9989
2112, 825, 15584, 6730, 3233, 9990
1695, 1001, 16892, 7208, 3460, 9991
1348, 879, 17135, 7405, 3627, 9992
2131, 825, 15575, 6668, 3264, 9993
751, 936, 18230, 7955, 3819, 9994
1632, 844, 17509, 7310, 3733, 9995
2150, 825, 15319, 6686, 3772, 9996
635, 826, 17286, 7487, 3699, 9997
950, 889, 19032, 8203, 4003, 9998
893, 828, 19390, 8235, 4110, 9999
1278, 826, 18690, 7758, 3699, 10000
889, 1002, 18059, 7616, 3872, 10001
939, 916, 18548, 7956, 3949, 10002
852, 1147, 15680, 6550, 3289, 10003
1679, 827, 15481, 6464, 3238, 10004
1327, 855, 17351, 7549, 3738, 10005
777, 828, 17501, 7808, 3807, 10006
1518, 842, 17956, 7512, 3723, 10007
1956, 1147, 15668, 6412, 3262, 10008
815, 828, 18022, 7636, 3854, 10009
1317, 827, 18150, 7662, 3665, 10010
829, 889, 18957, 8248, 4071, 10011
1763, 827, 16179, 6883, 3376, 10012
788, 855, 17658, 7602, 3732, 10013
2243, 827, 15178, 6383, 3048, 10014
2027, 852, 16316, 6768, 3359, 10015
614, 829, 17236, 7582, 3611, 10016
1019, 855, 19624, 8343, 4053, 10017
739, 828, 17729, 7571, 3632, 10018
2121, 842, 15704, 6769, 3256, 10019
1794, 885, 16454, 6786, 3259, 10020
1002, 829, 19336, 8599, 4228, 10021
1861, 920, 15818, 6669, 3278, 10022
1824, 1258, 15440, 6254, 3170, 10023
2251, 1177, 15169, 6430, 3286, 10024
685, 830, 17485, 7664, 4233, 10025
758, 850, 17450, 7639, 3863, 10026
912, 830, 18856, 8141, 4032, 10027
1317, 883, 17236, 8955, 27134, 10028
932, 830, 19612, 8604, 4287, 10029
856, 848, 17622, 7502, 3861, 10030
1365, 830, 16508, 7184, 3571, 10031
1858, 830, 16786, 6858, 3329, 10032
1528, 921, 18141, 7590, 3752, 10033
883, 832, 17919, 7787, 3786, 10034
1065, 889, 18956, 9453, 29528, 10035
952, 831, 19398, 8172, 3945, 10036
1328, 1151, 16236, 6854, 3435, 10037
1042, 831, 19382, 8241, 4044, 10038
649, 916, 17567, 7661, 3811, 10039
1421, 831, 17027, 7139, 3615, 10040
1238, 883, 18424, 7987, 3895, 10041
1444, 831, 17389, 7380, 3649, 10042
1317, 849, 18581, 7712, 3745, 10043
1690, 830, 14982, 6566, 3306, 10044
1535, 852, 17778, 7372, 3725, 10045
1896, 874, 16920, 7222, 3511, 10046
1971, 830, 16289, 6976, 3433, 10047
2243, 849, 14845, 6228, 3670, 10048
2028, 830, 16200, 6854, 3375, 10049
2065, 830, 15812, 6764, 3352, 10050
1240, 1149, 16295, 6757, 3513, 10051
2084, 830, 15661, 6611, 3297, 10052
1626, 854, 17145, 7371, 3729, 10053
2103, 831, 15744, 6963, 3232, 10054
2177, 853, 15857, 6576, 3283, 10055
603, 831, 18168, 7610, 3749, 10056
1625, 873, 17885, 8756, 27983, 10057
664, 832, 17236, 7228, 3600, 10058
891, 853, 19032, 8063, 3996, 10059
972, 832, 18974, 8438, 4257, 10060
1839, 845, 16259, 7011, 3379, 10061
1188, 832, 18675, 7962, 3999, 10062
1248, 832, 18003, 7863, 3745, 10063
1268, 832, 18417, 7719, 3716, 10064
1642, 1183, 16115, 6840, 3432, 10065
1388, 831, 17168, 7414, 3650, 10066
1952, 840, 16490, 6935, 3257, 10067
1399, 831, 17345, 7523, 3708, 10068
858, 1137, 16085, 6699, 3352, 10069
1467, 832, 17079, 7485, 4246, 10070
599, 842, 18058, 9006, 27201, 10071
1478, 832, 17545, 8704, 27030, 10072
1653, 845, 17020, 7016, 3551, 10073
1490, 832, 17527, 7368, 3605, 10074
1546, 833, 17922, 8888, 28290, 10075
819, 907, 19226, 8258, 4089, 10076
1228, 889, 18141, 7930, 3829, 10077
2121, 831, 15965, 6677, 3217, 10078
2028, 873, 16118, 6987, 3315, 10079
1472, 841, 17316, 7462, 3926, 10080
592, 833, 18164, 7414, 3853, 10081
692, 1170, 14774, 6374, 3238, 10082
1061, 833, 19688, 8336, 3970, 10083
1228, 855, 18221, 8008, 3782, 10084
1288, 832, 18096, 7458, 3610, 10085
980, 1138, 16032, 6661, 3316, 10086
1307, 833, 18082, 7706, 3690, 10087
1085, 912, 18811, 7832, 3923, 10088
1326, 833, 17382, 7313, 3706, 10089
1886, 880, 16395, 7060, 3502, 10090
1535, 832, 18233, 7620, 3743, 10091
972, 844, 19165, 8620, 4279, 10092
2233, 886, 14905, 6467, 3270, 10093
1558, 833, 17820, 7523, 3935, 10094
1360, 879, 17757, 7491, 3685, 10095
1569, 833, 17788, 7500, 3776, 10096
1405, 841, 17350, 7395, 3727, 10097
1563, 843, 17571, 7551, 3707, 10098
2215, 832, 15344, 6451, 3194, 10099
2103, 852, 15915, 6652, 3374, 10100
787, 833, 17863, 7667, 3753, 10101
2243, 1138, 15315, 6585, 3281, 10102
805, 834, 18003, 7509, 3798, 10103
1729, 906, 16856, 7027, 3421, 10104
992, 834, 19040, 8281, 4255, 10105
1382, 841, 17194, 7494, 3992, 10106
1615, 834, 17335, 7373, 3650, 10107
1002, 854, 19297, 8230, 4037, 10108
1775, 876, 15989, 6961, 3415, 10109
1717, 834, 15948, 6878, 3323, 10110
688, 840, 17213, 7206, 3726, 10111
2253, 833, 15065, 6286, 3191, 10112
1074, 872, 19330, 8214, 3966, 10113
643, 835, 17729, 7760, 3715, 10114
1001, 840, 19088, 9448, 29929, 10115
729, 834, 17615, 7653, 3716, 10116
1614, 873, 17910, 7684, 3837, 10117
1905, 835, 16813, 7039, 3562, 10118
1924, 835, 16732, 7146, 3448, 10119
940, 1185, 15466, 6216, 3246, 10120
1212, 1140, 16107, 7026, 3545, 10121
1354, 851, 17278, 7560, 3691, 10122
2037, 835, 15992, 6958, 3280, 10123
1877, 841, 16562, 7111, 3369, 10124
568, 836, 17703, 7346, 3639, 10125
632, 836, 17149, 7358, 3668, 10126
1696, 924, 16913, 7033, 3529, 10127
1104, 878, 18922, 8158, 3943, 10128
922, 836, 18953, 8229, 4028, 10129
2242, 923, 15011, 6413, 3123, 10130
748, 845, 17427, 8974, 26918, 10131
1032, 837, 18951, 8391, 4065, 10132
1765, 1248, 15623, 7793, 24328, 10133
1756, 1173, 16169, 6606, 3294, 10134
1082, 843, 19092, 8185, 4099, 10135
1943, 835, 16911, 6913, 3340, 10136
1981, 835, 16269, 8216, 25778, 10137
1634, 990, 17244, 7417, 3826, 10138
1579, 912, 17457, 7734, 3743, 10139
942, 836, 19219, 8030, 4088, 10140
1622, 990, 17585, 7365, 3568, 10141
748, 878, 18266, 8001, 3910, 10142
2093, 836, 15783, 6789, 3430, 10143
1755, 1248, 15299, 6409, 3415, 10144
2060, 1141, 14842, 6404, 3220, 10145
2112, 836, 16086, 6837, 3238, 10146
1667, 991, 17521, 7329, 3633, 10147
959, 917, 18827, 8134, 3850, 10148
1432, 1143, 16242, 6741, 3658, 10149
2168, 836, 15514, 6535, 3129, 10150
2130, 879, 15658, 6650, 3414, 10151
874, 838, 17973, 7616, 3912, 10152
1939, 1175, 15138, 6677, 3094, 10153
1051, 838, 19606, 8343, 3965, 10154
1198, 838, 18425, 7969, 3814, 10155
1253, 926, 17982, 7972, 3811, 10156
1257, 883, 17802, 7696, 3761, 10157
1219, 838, 18368, 7909, 3832, 10158
1740, 926, 17039, 7148, 3459, 10159
1444, 851, 17513, 7578, 3739, 10160
1327, 844, 17318, 7461, 3754, 10161
1238, 837, 18038, 7722, 3716, 10162
1258, 837, 19591, 8151, 3883, 10163
1086, 991, 18919, 7771, 3787, 10164
1630, 883, 17423, 7396, 3732, 10165
1278, 838, 18395, 7892, 3733, 10166
1597, 843, 17658, 8881, 27822, 10167
1683, 838, 16723, 7090, 3551, 10168
2186, 1143, 13800, 6106, 3017, 10169
2000, 846, 16241, 7084, 3561, 10170
2093, 847, 15974, 8120, 24644, 10171
2187, 837, 15352, 6570, 3198, 10172
2205, 837, 15624, 6570, 3252, 10173
2187, 912, 15380, 6509, 3148, 10174
2224, 837, 14916, 6287, 3185, 10175
1755, 844, 16314, 6488, 3489, 10176
699, 839, 17371, 7547, 3760, 10177
1040, 878, 18921, 8079, 4000, 10178
1134, 848, 19130, 8044, 4044, 10179
816, 839, 17850, 7779, 4000, 10180
1737, 876, 15759, 6567, 3261, 10181
1161, 839, 18458, 8123, 3816, 10182
1523, 911, 17877, 7554, 3674, 10183
2243, 838, 15305, 6525, 3374, 10184
921, 847, 18909, 8279, 4125, 10185
1085, 934, 19099, 7893, 3865, 10186
720, 840, 17321, 7584, 3725, 10187
1001, 880, 18821, 8205, 4038, 10188
777, 839, 17406, 7589, 3775, 10189
1223, 898, 17956, 8036, 3813, 10190
983, 841, 19103, 8138, 4001, 10191
2252, 844, 15216, 7593, 22771, 10192
1141, 839, 18408, 8085, 3807, 10193
2018, 901, 16206, 6980, 3476, 10194
1175, 841, 18573, 8078, 3868, 10195
1046, 934, 18371, 7824, 3708, 10196
1371, 840, 17372, 7433, 3705, 10197
1799, 1192, 15691, 6560, 3318, 10198
1416, 841, 17251, 7358, 3685, 10199
1953, 929, 15760, 7057, 3354, 10200
1915, 884, 17001, 6892, 3460, 10201
1515, 1192, 15825, 6755, 3619, 10202
1933, 840, 16380, 6948, 3311, 10203
845, 843, 19011, 8115, 4065, 10204
1935, 952, 15569, 6605, 3129, 10205
1806, 933, 15909, 6936, 3361, 10206
681, 932, 18264, 8059, 3942, 10207
1021, 842, 19344, 8236, 4044, 10208
1323, 1160, 16396, 7151, 3379, 10209
1495, 842, 17282, 7534, 3656, 10210
1507, 842, 17769, 7560, 3583, 10211
1540, 842, 17695, 7606, 3739, 10212
740, 930, 18268, 7897, 3922, 10213
2028, 841, 15805, 6804, 3259, 10214
2084, 841, 16076, 6856, 3427, 10215
2215, 950, 15032, 6485, 3159, 10216
1669, 895, 17482, 7407, 3539, 10217
2102, 841, 15806, 6693, 3224, 10218
1634, 951, 17433, 8662, 27722, 10219
1398, 929, 17822, 9047, 27692, 10220
663, 842, 16858, 7189, 3508, 10221
781, 953, 17906, 7854, 4255, 10222
1124, 900, 18923, 8088, 3945, 10223
946, 1195, 15866, 6553, 3423, 10224
1041, 843, 19225, 8177, 4118, 10225
879, 939, 18986, 8247, 3952, 10226
1347, 843, 16980, 7331, 3605, 10227
1552, 842, 17967, 7399, 3977, 10228
1906, 1211, 15332, 6479, 3284, 10229
778, 1193, 14500, 6241, 3082, 10230
1114, 906, 18688, 8052, 3979, 10231
1620, 844, 17443, 7503, 3642, 10232
2018, 934, 16213, 6900, 3354, 10233
1792, 842, 16447, 6949, 3382, 10234
2252, 886, 15053, 7378, 22305, 10235
2140, 842, 15684, 6731, 3270, 10236
1282, 931, 17823, 7787, 3861, 10237
1112, 846, 19212, 9732, 30267, 10238
1287, 843, 18276, 7878, 3775, 10239
2125, 1212, 14062, 6000, 3114, 10240
646, 1163, 15470, 6620, 3271, 10241
2084, 939, 15617, 6655, 3357, 10242
1736, 844, 16238, 6965, 3332, 10243
1642, 844, 16535, 6931, 3463, 10244
1393, 900, 17456, 7458, 4228, 10245
641, 846, 17759, 8839, 27086, 10246
1665, 846, 16727, 7176, 3625, 10247
1233, 904, 18126, 7900, 3719, 10248
881, 848, 19261, 8192, 4035, 10249
1323, 1199, 15922, 6826, 3384, 10250
992, 847, 18999, 8140, 4023, 10251
1646, 932, 16909, 7330, 3739, 10252
1886, 846, 16445, 6987, 3464, 10253
1961, 846, 16248, 6728, 3346, 10254
1190, 1197, 15948, 6805, 3317, 10255
1302, 938, 18189, 7891, 3960, 10256
2018, 846, 16210, 6792, 3339, 10257
1233, 938, 18054, 8041, 3842, 10258
901, 848, 19347, 8071, 4068, 10259
1674, 924, 17066, 7332, 3547, 10260
1030, 849, 19234, 8212, 3963, 10261
1955, 1184, 15095, 6398, 3277, 10262
2149, 847, 15876, 6621, 3311, 10263
836, 849, 18049, 7681, 4036, 10264
1026, 924, 18416, 7883, 3754, 10265
1218, 849, 18478, 7894, 3882, 10266
830, 1186, 15890, 6379, 3204, 10267
1238, 849, 18197, 7935, 3868, 10268
2027, 895, 16545, 6791, 3403, 10269
1258, 848, 19203, 7887, 3693, 10270
1636, 1154, 16153, 6703, 3270, 10271
1277, 849, 18673, 7895, 3759, 10272
919, 1166, 16426, 6810, 3532, 10273
1489, 891, 17216, 7496, 3754, 10274
2224, 848, 15091, 6510, 3208, 10275
699, 850, 17260, 7299, 3775, 10276
2065, 928, 15651, 6750, 3369, 10277
608, 850, 16965, 7350, 3668, 10278
1410, 890, 17854, 7702, 3849, 10279
