x-coordinate_in_pixel, y-coordinate_in_pixel, Chan1_FluoValue, Chan2_FluoValue, Chan3_FluoValue, index
730, 716, 17388, 7181, 3545, 7525
304, 766, 15175, 6206, 3097, 7526
1089, 717, 16135, 6766, 3328, 7527
2087, 772, 17609, 7454, 3460, 7528
1469, 855, 15662, 6802, 3179, 7529
257, 718, 17083, 7266, 3498, 7530
1081, 756, 15704, 6504, 3103, 7531
546, 717, 17141, 7223, 3487, 7532
920, 769, 15429, 6250, 3020, 7533
1052, 886, 15011, 6360, 3020, 7534
711, 717, 17440, 7633, 3547, 7535
1071, 717, 16342, 6861, 3307, 7536
1735, 744, 17418, 7385, 3506, 7537
1650, 718, 17333, 7082, 3426, 7538
1571, 772, 14788, 6174, 2974, 7539
1879, 718, 17338, 7573, 3535, 7540
1524, 766, 15110, 6320, 3020, 7541
1993, 718, 17093, 7316, 3511, 7542
969, 770, 15803, 6780, 3243, 7543
1368, 883, 15844, 6888, 3229, 7544
2055, 718, 16613, 7069, 3454, 7545
2116, 718, 16874, 7112, 3369, 7546
363, 744, 26517, 7347, 3382, 7547
2178, 718, 16411, 6974, 3371, 7548
393, 774, 15415, 6562, 3042, 7549
423, 719, 17835, 7546, 3546, 7550
652, 719, 27446, 7553, 3510, 7551
1653, 767, 16157, 6644, 3155, 7552
1702, 719, 17236, 7138, 3433, 7553
517, 767, 14943, 6304, 3113, 7554
779, 719, 18214, 7463, 3595, 7555
1537, 740, 15313, 6226, 3052, 7556
1639, 720, 17448, 7304, 3488, 7557
2181, 737, 16372, 6685, 3337, 7558
1868, 720, 28146, 7836, 3540, 7559
1797, 742, 18169, 7600, 3529, 7560
1982, 720, 17338, 7413, 3471, 7561
198, 772, 14940, 5922, 2965, 7562
2167, 720, 16694, 7043, 3402, 7563
212, 720, 15581, 6321, 3202, 7564
760, 720, 18066, 7529, 3607, 7565
616, 767, 17403, 7388, 3586, 7566
886, 720, 17616, 7291, 3452, 7567
331, 742, 14315, 6061, 3008, 7568
975, 721, 17065, 7303, 3477, 7569
1156, 721, 15940, 6520, 3143, 7570
487, 772, 14830, 6191, 2977, 7571
1174, 722, 15664, 6446, 3086, 7572
1956, 734, 17310, 7274, 3541, 7573
1919, 721, 17297, 7315, 3660, 7574
2095, 721, 16498, 6941, 3389, 7575
1635, 730, 16765, 6885, 3364, 7576
247, 721, 14683, 6215, 3022, 7577
2159, 771, 16751, 7114, 3346, 7578
518, 722, 17090, 7270, 3489, 7579
968, 759, 14448, 6134, 2930, 7580
867, 721, 17476, 7409, 3600, 7581
2039, 760, 17385, 7172, 3317, 7582
1099, 722, 16194, 6758, 3218, 7583
1146, 765, 15660, 6599, 3165, 7584
1117, 722, 16239, 6833, 3291, 7585
1256, 772, 16339, 6684, 3133, 7586
1856, 722, 17194, 7191, 3443, 7587
320, 723, 17065, 7267, 3450, 7588
222, 766, 15252, 6071, 2991, 7589
1254, 871, 15488, 6592, 3112, 7590
331, 723, 17234, 7065, 3418, 7591
556, 723, 17182, 7239, 3534, 7592
487, 761, 15946, 6901, 3258, 7593
575, 722, 18057, 7496, 3570, 7594
653, 731, 17579, 7405, 3449, 7595
1081, 722, 15984, 6808, 3143, 7596
2207, 723, 15923, 6938, 3401, 7597
2091, 731, 16805, 7155, 3294, 7598
189, 724, 16732, 6687, 3251, 7599
801, 764, 18080, 7428, 3583, 7600
341, 723, 14812, 6066, 2938, 7601
557, 734, 17085, 7264, 3494, 7602
352, 724, 17024, 7163, 3330, 7603
1687, 762, 26918, 7280, 3329, 7604
375, 725, 17483, 7275, 3459, 7605
752, 760, 17496, 7156, 3605, 7606
2140, 871, 16240, 7078, 3322, 7607
412, 724, 17722, 7504, 3497, 7608
1061, 723, 16465, 6946, 3265, 7609
1731, 724, 17381, 7384, 3461, 7610
397, 764, 14667, 6268, 3013, 7611
1960, 724, 17472, 7515, 3513, 7612
1812, 760, 18053, 7574, 3565, 7613
386, 725, 17559, 7123, 3541, 7614
926, 730, 17201, 7328, 3470, 7615
789, 725, 18464, 7234, 3705, 7616
644, 759, 16892, 6992, 3443, 7617
1004, 725, 16507, 6905, 3294, 7618
1988, 759, 17287, 7402, 3505, 7619
1023, 724, 16128, 6788, 3344, 7620
2225, 730, 16064, 6986, 3290, 7621
702, 746, 17279, 7529, 3647, 7622
1555, 726, 15653, 6339, 3209, 7623
2080, 763, 16723, 7050, 3468, 7624
802, 841, 17185, 7102, 3498, 7625
1897, 725, 17501, 7344, 3521, 7626
179, 725, 14325, 6037, 3031, 7627
369, 734, 17026, 7241, 3541, 7628
1661, 746, 16555, 7034, 3268, 7629
398, 726, 17588, 7052, 3532, 7630
354, 764, 14693, 6101, 2978, 7631
696, 874, 14857, 6196, 2947, 7632
770, 725, 18323, 7262, 3634, 7633
771, 748, 17389, 7142, 3544, 7634
2230, 767, 15943, 6711, 3255, 7635
158, 727, 15060, 6213, 2989, 7636
584, 728, 17801, 7247, 3487, 7637
848, 733, 17364, 7078, 3452, 7638
623, 726, 17473, 7169, 3427, 7639
1886, 727, 17399, 7496, 3532, 7640
1608, 766, 15549, 6490, 3149, 7641
1937, 728, 17655, 7587, 3631, 7642
790, 736, 17767, 7443, 3568, 7643
265, 727, 14421, 6137, 3001, 7644
1551, 766, 14624, 6300, 3016, 7645
1775, 746, 17055, 7418, 3508, 7646
508, 728, 17220, 7310, 3598, 7647
1100, 768, 15852, 6762, 3264, 7648
731, 727, 17444, 7408, 3494, 7649
889, 765, 27635, 7487, 3483, 7650
857, 727, 17319, 6999, 3467, 7651
1893, 735, 17226, 7316, 3519, 7652
1108, 728, 16146, 6884, 3207, 7653
1164, 727, 15661, 6590, 3075, 7654
655, 765, 17005, 7345, 3467, 7655
1823, 728, 17494, 7500, 3574, 7656
910, 763, 16883, 7124, 3370, 7657
2051, 728, 17160, 7247, 3502, 7658
2018, 734, 17126, 7435, 3452, 7659
255, 728, 14288, 5890, 3049, 7660
455, 729, 16961, 7282, 3448, 7661
674, 764, 17032, 7167, 3470, 7662
802, 809, 17757, 7379, 3511, 7663
547, 729, 17772, 7354, 3573, 7664
565, 729, 17421, 7402, 3491, 7665
345, 763, 14459, 5983, 2954, 7666
1651, 875, 15353, 6517, 3096, 7667
838, 728, 17367, 7267, 3385, 7668
1646, 728, 16516, 6769, 3280, 7669
191, 764, 16608, 6832, 3361, 7670
1256, 805, 15792, 6478, 3088, 7671
1989, 729, 17336, 7375, 3502, 7672
207, 731, 16718, 6825, 3412, 7673
263, 784, 15033, 6332, 3036, 7674
1033, 836, 14888, 6322, 2975, 7675
673, 730, 17195, 7545, 3603, 7676
692, 729, 17775, 7520, 3513, 7677
1793, 783, 17632, 7354, 3473, 7678
780, 730, 28398, 7618, 3524, 7679
1980, 780, 17782, 7163, 3512, 7680
1033, 729, 15873, 6655, 3213, 7681
1812, 730, 17457, 7378, 3487, 7682
902, 780, 15362, 6376, 3056, 7683
1875, 729, 17483, 7462, 3549, 7684
182, 783, 14387, 6100, 2988, 7685
425, 730, 17758, 7292, 3501, 7686
1142, 779, 14277, 6124, 2896, 7687
1014, 730, 16235, 7072, 3278, 7688
556, 780, 17382, 7022, 3335, 7689
1178, 732, 15565, 6634, 3096, 7690
2164, 730, 16240, 6857, 3345, 7691
741, 732, 27054, 7558, 3468, 7692
152, 782, 14722, 5947, 2992, 7693
1853, 733, 17196, 7433, 3571, 7694
1133, 784, 14406, 6125, 2954, 7695
498, 733, 17422, 7440, 3501, 7696
2212, 840, 16229, 6978, 3340, 7697
292, 733, 15417, 6455, 2982, 7698
405, 734, 14961, 6185, 3034, 7699
409, 783, 14745, 6005, 2894, 7700
415, 735, 18443, 7414, 3579, 7701
1563, 782, 15239, 6317, 2931, 7702
436, 734, 17670, 7330, 3571, 7703
936, 735, 17105, 7302, 3407, 7704
1918, 781, 17928, 7389, 3590, 7705
1117, 733, 16007, 6863, 3227, 7706
821, 785, 17569, 7065, 3528, 7707
1613, 735, 15967, 6730, 3338, 7708
1676, 734, 17010, 7327, 3468, 7709
792, 781, 17239, 7219, 3517, 7710
1041, 809, 14618, 6262, 3014, 7711
1904, 734, 17632, 7571, 3528, 7712
2142, 734, 16822, 6924, 3410, 7713
1180, 781, 15073, 6253, 2986, 7714
1659, 786, 15687, 6454, 3109, 7715
175, 735, 15049, 6216, 2977, 7716
477, 735, 17481, 7221, 3457, 7717
537, 734, 17711, 7330, 3569, 7718
586, 785, 17431, 7097, 3487, 7719
1081, 734, 15982, 6806, 3257, 7720
1157, 736, 25083, 6896, 3145, 7721
2194, 784, 15985, 6818, 3328, 7722
1664, 735, 16803, 6915, 3294, 7723
464, 784, 16114, 6709, 3138, 7724
1779, 735, 17357, 7430, 3473, 7725
2198, 773, 16408, 6883, 3347, 7726
1602, 737, 15832, 6451, 3185, 7727
2116, 778, 16858, 7117, 3387, 7728
2131, 736, 17078, 7302, 3415, 7729
841, 785, 17084, 7149, 3396, 7730
2243, 736, 16194, 6796, 3270, 7731
248, 775, 14708, 6126, 3003, 7732
447, 737, 16987, 7008, 3447, 7733
299, 774, 15588, 6274, 3044, 7734
643, 737, 16966, 7164, 3472, 7735
1546, 784, 14676, 6101, 3100, 7736
1146, 737, 25797, 6807, 3164, 7737
1081, 778, 15460, 6524, 3034, 7738
1199, 737, 15229, 6308, 3093, 7739
382, 774, 14640, 5893, 2979, 7740
1882, 737, 17285, 7468, 3389, 7741
534, 778, 17362, 6923, 3259, 7742
532, 800, 17500, 7171, 3294, 7743
155, 737, 15990, 6415, 3121, 7744
488, 738, 17380, 7239, 3549, 7745
624, 738, 17080, 7319, 3527, 7746
921, 779, 17004, 6880, 3370, 7747
507, 739, 16919, 7089, 3432, 7748
1601, 783, 15036, 6310, 3072, 7749
1705, 739, 17159, 7423, 3460, 7750
435, 774, 17260, 7174, 3387, 7751
1933, 738, 17492, 7411, 3439, 7752
2047, 739, 17287, 7502, 3534, 7753
2248, 774, 16110, 6673, 3274, 7754
1556, 799, 14989, 6312, 3182, 7755
2171, 739, 16427, 7022, 3343, 7756
812, 803, 18036, 7371, 3560, 7757
1808, 740, 17342, 7200, 3380, 7758
2220, 739, 15868, 6646, 3267, 7759
586, 774, 18177, 7274, 3447, 7760
692, 740, 17583, 7258, 3413, 7761
860, 773, 17377, 7265, 3473, 7762
927, 741, 16817, 7195, 3492, 7763
1600, 773, 15112, 6353, 3040, 7764
773, 826, 24734, 6500, 3107, 7765
1033, 740, 16221, 6729, 3217, 7766
1631, 741, 16583, 6915, 3447, 7767
1746, 741, 16979, 7330, 3403, 7768
1860, 741, 17350, 7333, 3439, 7769
324, 783, 15001, 6324, 3081, 7770
831, 779, 17329, 7028, 3470, 7771
309, 744, 15962, 6716, 3217, 7772
1815, 779, 18193, 7363, 3561, 7773
457, 743, 16108, 6638, 3311, 7774
2105, 780, 16717, 7208, 3426, 7775
995, 742, 16211, 6742, 3189, 7776
1620, 743, 16178, 6847, 3294, 7777
556, 768, 16744, 7166, 3243, 7778
282, 802, 14866, 6136, 2940, 7779
1911, 742, 17832, 7343, 3436, 7780
1963, 743, 17356, 7396, 3499, 7781
1190, 776, 14960, 6114, 3007, 7782
2088, 742, 17217, 7262, 3484, 7783
1161, 780, 15415, 6438, 3041, 7784
181, 744, 14931, 6077, 2944, 7785
954, 792, 25205, 6766, 3077, 7786
232, 744, 27263, 7323, 3360, 7787
2249, 794, 15812, 6724, 3335, 7788
615, 744, 17206, 7364, 3553, 7789
741, 744, 17408, 7276, 3561, 7790
1881, 767, 17160, 7183, 3333, 7791
674, 775, 16864, 7094, 3443, 7792
1900, 744, 17828, 7437, 3463, 7793
262, 765, 14020, 5713, 2887, 7794
2139, 744, 17359, 7118, 3443, 7795
959, 766, 15764, 6368, 3098, 7796
2199, 744, 16124, 6807, 3349, 7797
987, 769, 15893, 6881, 3220, 7798
288, 745, 15528, 6114, 2974, 7799
1582, 776, 14923, 6314, 3141, 7800
386, 744, 17538, 7508, 3462, 7801
2002, 776, 17420, 7157, 3454, 7802
2217, 829, 15951, 6908, 3293, 7803
439, 745, 17443, 7283, 3492, 7804
517, 745, 16974, 6954, 3480, 7805
1561, 769, 14971, 6088, 3028, 7806
595, 745, 17631, 7394, 3522, 7807
1727, 765, 28060, 8406, 3518, 7808
557, 746, 17227, 7227, 3555, 7809
1062, 745, 16093, 6868, 3218, 7810
2191, 764, 16141, 6801, 3301, 7811
1081, 745, 15567, 6517, 3077, 7812
1838, 745, 17268, 7220, 3533, 7813
2003, 747, 17288, 7390, 3495, 7814
1830, 767, 17565, 7487, 3476, 7815
2128, 746, 17033, 7119, 3393, 7816
1516, 773, 15219, 6249, 3172, 7817
1199, 749, 24816, 6699, 3105, 7818
2148, 772, 16609, 6882, 3297, 7819
822, 796, 17765, 7246, 3505, 7820
1586, 748, 15915, 6572, 3294, 7821
1878, 748, 17567, 7388, 3479, 7822
318, 772, 14974, 6297, 3092, 7823
569, 799, 15652, 6138, 3022, 7824
2054, 748, 17164, 7235, 3441, 7825
1033, 825, 15060, 6312, 3001, 7826
2227, 748, 25651, 7055, 3275, 7827
644, 748, 17057, 7220, 3410, 7828
1910, 772, 17958, 7669, 3570, 7829
2220, 770, 16162, 7022, 3416, 7830
2167, 749, 16478, 7088, 3283, 7831
1480, 766, 15723, 6772, 3198, 7832
1753, 750, 17237, 7196, 3451, 7833
2106, 749, 17037, 7333, 3492, 7834
198, 751, 15636, 6392, 3091, 7835
1024, 768, 15495, 6736, 3190, 7836
586, 751, 17731, 7469, 3498, 7837
712, 751, 17260, 7374, 3522, 7838
2007, 766, 17047, 7283, 3513, 7839
1053, 751, 15701, 6687, 3277, 7840
596, 767, 27196, 7500, 3358, 7841
1090, 751, 14642, 6226, 2963, 7842
1172, 753, 15915, 6587, 3091, 7843
1568, 751, 14967, 5964, 3053, 7844
339, 772, 16977, 6956, 3445, 7845
1033, 772, 15715, 6609, 3164, 7846
566, 751, 16994, 7247, 3477, 7847
1218, 760, 16062, 6549, 3170, 7848
1583, 786, 14753, 6051, 3064, 7849
693, 751, 17240, 7171, 3541, 7850
928, 751, 16604, 7098, 3208, 7851
2035, 770, 17219, 7335, 3444, 7852
451, 763, 16967, 7025, 3318, 7853
673, 753, 17095, 7189, 3349, 7854
1789, 764, 18429, 7595, 3508, 7855
977, 753, 26198, 7168, 3306, 7856
2141, 764, 16597, 7187, 3351, 7857
1679, 753, 26107, 7108, 3337, 7858
201, 761, 14892, 5796, 2993, 7859
2206, 752, 16200, 6874, 3243, 7860
2224, 759, 16034, 6891, 3426, 7861
752, 771, 24439, 7109, 3518, 7862
295, 754, 17437, 7072, 3302, 7863
996, 753, 16515, 7005, 3288, 7864
1749, 761, 17451, 7277, 3492, 7865
1947, 786, 17473, 7404, 3516, 7866
1616, 754, 15316, 6322, 3131, 7867
1845, 754, 16936, 7080, 3403, 7868
820, 762, 17381, 6941, 3410, 7869
369, 754, 15136, 6295, 3034, 7870
997, 764, 16083, 6816, 3180, 7871
434, 755, 17366, 7239, 3445, 7872
1874, 759, 16990, 7114, 3455, 7873
635, 754, 17437, 7341, 3494, 7874
2050, 758, 17542, 7354, 3565, 7875
1161, 791, 15019, 6494, 3082, 7876
1668, 755, 16105, 6874, 3282, 7877
664, 759, 17090, 7247, 3358, 7878
1181, 760, 15349, 6536, 3167, 7879
1228, 755, 16131, 6623, 3316, 7880
2202, 762, 16211, 6851, 3354, 7881
1834, 756, 17531, 7204, 3459, 7882
218, 756, 14616, 6092, 2871, 7883
762, 765, 17857, 7341, 3564, 7884
479, 756, 15284, 6382, 3047, 7885
517, 756, 16724, 7104, 3306, 7886
596, 756, 17623, 7251, 3377, 7887
830, 757, 17547, 7373, 3553, 7888
536, 768, 27802, 7448, 3342, 7889
1100, 757, 15971, 6772, 3265, 7890
1888, 835, 17064, 7212, 3429, 7891
1937, 758, 17445, 7330, 3471, 7892
1999, 757, 16995, 7278, 3398, 7893
376, 765, 15971, 6852, 3135, 7894
683, 758, 17494, 7263, 3541, 7895
1208, 766, 15187, 6196, 2994, 7896
899, 759, 18082, 7663, 3475, 7897
526, 763, 16979, 6971, 3336, 7898
919, 758, 17528, 7101, 3403, 7899
1580, 765, 14863, 6262, 3071, 7900
2212, 790, 16649, 6962, 3372, 7901
1647, 758, 16602, 7077, 3458, 7902
314, 762, 16073, 6711, 3207, 7903
1559, 758, 14515, 6038, 2973, 7904
840, 762, 17150, 7241, 3560, 7905
686, 815, 17436, 7194, 3463, 7906
1760, 759, 17267, 7260, 3481, 7907
2195, 833, 16392, 6974, 3427, 7908
1198, 760, 14441, 6185, 3001, 7909
1815, 809, 17442, 7520, 3615, 7910
2102, 760, 17494, 7208, 3381, 7911
1977, 760, 17038, 7239, 3377, 7912
2063, 835, 17538, 7484, 3571, 7913
547, 762, 27339, 7407, 3364, 7914
860, 839, 16051, 6630, 3141, 7915
2091, 761, 16973, 7085, 3366, 7916
586, 762, 18027, 7195, 3398, 7917
693, 763, 27327, 8014, 3497, 7918
955, 812, 15738, 6529, 3170, 7919
1015, 763, 15062, 6214, 2919, 7920
1842, 764, 16991, 7136, 3289, 7921
242, 765, 14625, 5935, 2902, 7922
440, 764, 15121, 6195, 3029, 7923
2128, 825, 16788, 7074, 3365, 7924
2241, 765, 15581, 6736, 3273, 7925
1944, 766, 17342, 7521, 3511, 7926
1081, 767, 15624, 6679, 3031, 7927
1142, 801, 15291, 6548, 3152, 7928
1704, 769, 16977, 7272, 3372, 7929
1179, 824, 15027, 6244, 3050, 7930
2170, 768, 16695, 7049, 3338, 7931
1618, 830, 15464, 6308, 3149, 7932
645, 771, 17230, 7252, 3466, 7933
1860, 771, 17179, 7221, 3448, 7934
626, 772, 17442, 7412, 3529, 7935
1954, 795, 17832, 7378, 3544, 7936
1683, 773, 16429, 6805, 3316, 7937
2045, 828, 17406, 7092, 3486, 7938
1848, 772, 17267, 7405, 3532, 7939
735, 818, 16778, 7047, 3421, 7940
1015, 773, 14941, 6194, 2955, 7941
1161, 802, 15513, 6692, 3132, 7942
360, 774, 17385, 7262, 3437, 7943
657, 822, 16639, 7072, 3397, 7944
404, 774, 16987, 7241, 3510, 7945
1544, 773, 14755, 6030, 2929, 7946
2013, 774, 17249, 7171, 3512, 7947
468, 775, 16105, 6795, 3271, 7948
1748, 821, 17257, 7277, 3458, 7949
1723, 776, 17581, 7335, 3521, 7950
1284, 800, 15812, 6694, 3170, 7951
2127, 776, 16774, 6909, 3373, 7952
1068, 824, 15526, 6639, 3105, 7953
655, 776, 17081, 7121, 3415, 7954
496, 778, 16470, 6856, 3427, 7955
1638, 778, 16253, 6704, 3218, 7956
596, 778, 17170, 6999, 3290, 7957
1804, 810, 17753, 7336, 3499, 7958
989, 779, 15642, 6518, 3153, 7959
971, 781, 24381, 6624, 3094, 7960
2094, 782, 17099, 7351, 3487, 7961
1275, 783, 25566, 7031, 3266, 7962
1085, 811, 15574, 6424, 3155, 7963
2145, 783, 17039, 7185, 3494, 7964
274, 784, 15201, 6372, 3029, 7965
2123, 786, 16849, 6837, 3393, 7966
303, 783, 15135, 5936, 2955, 7967
2132, 814, 16101, 6779, 3182, 7968
431, 783, 14956, 6306, 3044, 7969
860, 784, 16480, 6819, 3262, 7970
1698, 790, 16199, 6901, 3170, 7971
1833, 785, 18064, 7272, 3583, 7972
1723, 836, 17147, 7160, 3390, 7973
2072, 785, 17651, 7180, 3489, 7974
950, 988, 15706, 6486, 3245, 7975
2134, 784, 16749, 6926, 3391, 7976
1745, 831, 17103, 7288, 3453, 7977
2234, 786, 23947, 7052, 3285, 7978
2023, 835, 17303, 7293, 3483, 7979
912, 785, 17790, 7158, 3361, 7980
2075, 1016, 16709, 7104, 3392, 7981
1108, 786, 15862, 6701, 3141, 7982
920, 833, 16263, 6673, 3100, 7983
1719, 786, 17257, 7397, 3536, 7984
627, 897, 14896, 6168, 2954, 7985
1771, 787, 17824, 7529, 3679, 7986
2051, 866, 17458, 7274, 3425, 7987
1885, 786, 17808, 7392, 3410, 7988
1692, 1219, 15677, 6594, 3154, 7989
2184, 786, 16561, 7144, 3373, 7990
1888, 894, 17087, 7620, 3373, 7991
675, 787, 16690, 7100, 3268, 7992
1606, 896, 16256, 6890, 3315, 7993
782, 787, 17219, 7091, 3463, 7994
1198, 814, 15075, 6160, 3070, 7995
802, 786, 18001, 7504, 3542, 7996
659, 865, 14158, 6095, 2907, 7997
962, 786, 15153, 6104, 2946, 7998
681, 987, 14731, 6281, 2939, 7999
1170, 786, 14940, 6401, 3048, 8000
1489, 864, 15898, 6704, 3158, 8001
1208, 787, 25766, 6629, 3179, 8002
819, 985, 16022, 6550, 3126, 8003
1216, 895, 16088, 6559, 2824, 8004
1612, 787, 15288, 6223, 3067, 8005
817, 865, 15252, 6526, 3220, 8006
1669, 788, 16164, 6507, 3068, 8007
981, 837, 15178, 6539, 3077, 8008
1999, 787, 16871, 7116, 3409, 8009
1632, 866, 15254, 6482, 2993, 8010
2061, 786, 17547, 7165, 3405, 8011
1388, 984, 15064, 6372, 3082, 8012
655, 788, 17080, 7072, 3442, 8013
762, 788, 16960, 7143, 3494, 8014
2040, 1002, 16668, 7340, 3278, 8015
1899, 863, 17264, 7137, 3392, 8016
875, 788, 14839, 6152, 3061, 8017
1423, 865, 15332, 6682, 3182, 8018
2085, 832, 16612, 7081, 3386, 8019
945, 787, 15817, 6408, 3097, 8020
1190, 787, 14593, 6048, 2914, 8021
1462, 789, 15625, 6689, 3236, 8022
1100, 883, 14697, 5982, 2889, 8023
835, 865, 15682, 6680, 3235, 8024
746, 834, 14957, 6382, 3100, 8025
1481, 787, 15184, 6676, 3241, 8026
1809, 1219, 15899, 6779, 3235, 8027
1527, 787, 15583, 6426, 3154, 8028
1708, 789, 17126, 7249, 3445, 8029
1709, 1003, 15035, 6358, 3111, 8030
726, 836, 16298, 6969, 3329, 8031
2073, 863, 16907, 7166, 3430, 8032
1822, 787, 17914, 7365, 3490, 8033
1924, 1248, 16501, 7044, 3356, 8034
1874, 787, 17303, 7220, 3431, 8035
1936, 788, 17653, 7370, 3518, 8036
2050, 788, 17611, 7348, 3493, 8037
1980, 1002, 16546, 7168, 3323, 8038
1390, 830, 15621, 6560, 3257, 8039
2173, 787, 16401, 6793, 3205, 8040
717, 1180, 13791, 6056, 2841, 8041
1132, 861, 15299, 6530, 3170, 8042
2223, 788, 16752, 6999, 3352, 8043
1091, 884, 14966, 6107, 2958, 8044
1705, 830, 16695, 6828, 3199, 8045
552, 789, 15786, 6406, 3118, 8046
636, 789, 17135, 7379, 3437, 8047
1337, 1237, 14706, 6288, 3072, 8048
716, 830, 14939, 6083, 2891, 8049
1041, 788, 15610, 6539, 3080, 8050
1364, 943, 15454, 6591, 3118, 8051
669, 891, 14435, 5998, 3062, 8052
1062, 789, 15790, 6665, 3184, 8053
1098, 944, 14696, 6304, 3019, 8054
2050, 895, 17194, 7182, 3493, 8055
672, 1013, 13894, 6046, 2979, 8056
1227, 788, 15692, 6680, 3149, 8057
1247, 788, 15908, 6803, 3181, 8058
923, 943, 15840, 6494, 3228, 8059
2205, 860, 16220, 6638, 3377, 8060
1265, 788, 16108, 6472, 3103, 8061
1463, 883, 15797, 6584, 3293, 8062
1041, 830, 14644, 6224, 2938, 8063
1285, 788, 16643, 6670, 3130, 8064
1121, 882, 15028, 6184, 2868, 8065
843, 859, 16129, 6528, 3255, 8066
1867, 839, 17797, 7734, 3546, 8067
1442, 790, 15419, 6694, 3192, 8068
1296, 1014, 15282, 6450, 2964, 8069
1555, 788, 14827, 6251, 3031, 8070
1738, 943, 16135, 6958, 3242, 8071
2166, 1011, 15844, 6677, 3328, 8072
1640, 788, 15524, 6324, 3107, 8073
2052, 943, 17077, 7319, 3327, 8074
1760, 789, 17538, 7261, 3540, 8075
1018, 896, 15296, 6557, 3139, 8076
1811, 789, 17603, 7395, 3473, 8077
759, 981, 15133, 6438, 3102, 8078
1987, 789, 17468, 7318, 3560, 8079
1147, 944, 14635, 6181, 2959, 8080
2112, 788, 16811, 7177, 3411, 8081
647, 839, 16688, 6916, 3358, 8082
497, 790, 14477, 6053, 2923, 8083
534, 789, 25145, 6299, 2947, 8084
1577, 882, 16132, 6820, 3220, 8085
650, 861, 16094, 6787, 3180, 8086
1994, 1220, 16350, 6860, 3373, 8087
616, 789, 17586, 7046, 3422, 8088
845, 1180, 14815, 6630, 3094, 8089
1400, 835, 15549, 6683, 3249, 8090
743, 789, 16854, 7245, 3349, 8091
1458, 839, 15298, 6655, 3146, 8092
1007, 789, 14980, 6442, 2985, 8093
1024, 789, 15021, 6442, 3049, 8094
1720, 1003, 15181, 6253, 3054, 8095
1002, 987, 15305, 6325, 3061, 8096
1123, 790, 15525, 6658, 3125, 8097
853, 945, 14857, 6419, 3162, 8098
1263, 865, 15896, 6595, 3070, 8099
2029, 870, 17241, 7411, 3484, 8100
1593, 790, 14966, 6221, 3067, 8101
1068, 944, 14863, 6091, 3020, 8102
1863, 790, 17868, 7380, 3612, 8103
1925, 789, 17518, 7141, 3548, 8104
2247, 882, 14831, 6353, 3102, 8105
1353, 835, 15741, 6690, 3167, 8106
946, 827, 15356, 6476, 3069, 8107
1976, 791, 17874, 7531, 3427, 8108
2039, 790, 17517, 7313, 3538, 8109
1738, 883, 17211, 7351, 3591, 8110
1375, 865, 15658, 6586, 3195, 8111
2162, 789, 16605, 6893, 3267, 8112
1387, 891, 24450, 6830, 3233, 8113
381, 792, 16516, 6757, 3222, 8114
1606, 989, 15629, 6654, 3269, 8115
513, 790, 14629, 6257, 3132, 8116
1550, 901, 16171, 6802, 3302, 8117
577, 791, 17001, 6976, 3352, 8118
1716, 857, 16535, 6956, 3392, 8119
698, 1017, 14438, 6219, 2971, 8120
597, 790, 17334, 7246, 3367, 8121
1385, 870, 15758, 6743, 3204, 8122
724, 790, 17074, 7285, 3490, 8123
2154, 888, 16451, 7079, 3390, 8124
868, 1226, 14531, 5951, 2936, 8125
811, 791, 27121, 7125, 3403, 8126
1078, 839, 15768, 6585, 3160, 8127
831, 791, 17448, 7357, 3653, 8128
2151, 869, 15845, 6735, 3305, 8129
851, 790, 16760, 7045, 3394, 8130
1264, 898, 15550, 6335, 3006, 8131
1178, 978, 14981, 6141, 3027, 8132
885, 791, 15224, 6302, 3076, 8133
811, 1021, 15913, 6432, 3117, 8134
922, 790, 16037, 6586, 3184, 8135
845, 990, 15490, 6532, 3204, 8136
989, 790, 25206, 6845, 3062, 8137
895, 858, 16107, 6406, 3166, 8138
1140, 1254, 14788, 6252, 2971, 8139
1080, 790, 15470, 6364, 3015, 8140
1142, 790, 15290, 6511, 3183, 8141
1671, 883, 16388, 6891, 3355, 8142
1734, 834, 16866, 7191, 3467, 8143
1527, 870, 16451, 6797, 3346, 8144
1837, 864, 18216, 7469, 3463, 8145
1749, 791, 17448, 7460, 3557, 8146
1212, 977, 14490, 6128, 2923, 8147
2028, 792, 27572, 7766, 3484, 8148
699, 1252, 13910, 5955, 2952, 8149
2101, 790, 17120, 7228, 3433, 8150
854, 984, 25111, 6610, 3185, 8151
2151, 791, 16760, 7089, 3314, 8152
137, 792, 14760, 6155, 3034, 8153
800, 895, 15712, 6651, 3253, 8154
147, 792, 15149, 5932, 3023, 8155
1193, 987, 14768, 6293, 2952, 8156
157, 791, 14566, 6038, 2907, 8157
168, 792, 15098, 6161, 3001, 8158
1763, 838, 17701, 7454, 3470, 8159
309, 792, 25804, 6920, 3173, 8160
1428, 826, 15540, 6618, 3206, 8161
1452, 868, 15690, 6770, 3218, 8162
320, 792, 15920, 6458, 3109, 8163
1433, 870, 15557, 6712, 3235, 8164
370, 792, 15642, 6583, 3176, 8165
999, 826, 15671, 6567, 3179, 8166
414, 792, 15316, 6201, 3089, 8167
687, 837, 16036, 6558, 3133, 8168
1236, 859, 15042, 6393, 3062, 8169
