x-coordinate_in_pixel, y-coordinate_in_pixel, Chan1_FluoValue, Chan2_FluoValue, Chan3_FluoValue, index
1971, 722, 17371, 7350, 3468, 2285
1694, 741, 17407, 7294, 3424, 2286
793, 416, 15849, 6827, 3372, 2287
1628, 722, 16978, 7140, 3380, 2288
1119, 1196, 16696, 6898, 3268, 2289
985, 417, 18412, 7634, 3758, 2290
1023, 416, 17584, 7214, 3375, 2291
895, 692, 18344, 7606, 3746, 2292
1941, 504, 17989, 7510, 3597, 2293
1339, 416, 17250, 7180, 3538, 2294
1491, 416, 16944, 6921, 3403, 2295
1684, 514, 17970, 7194, 3609, 2296
882, 469, 17531, 7585, 3681, 2297
1636, 473, 18101, 7357, 3534, 2298
1433, 417, 17236, 7086, 3484, 2299
1751, 503, 17930, 7510, 3662, 2300
1566, 418, 16937, 7224, 3424, 2301
931, 1192, 14807, 6112, 3134, 2302
1679, 417, 17127, 7161, 3467, 2303
761, 743, 17684, 7475, 3611, 2304
759, 418, 15407, 7038, 3389, 2305
2136, 503, 16971, 6911, 3416, 2306
1169, 419, 18026, 7454, 3539, 2307
638, 469, 15467, 6901, 3334, 2308
1616, 419, 17293, 7062, 3524, 2309
2014, 502, 22646, 7186, 3336, 2310
1848, 419, 17420, 6994, 3482, 2311
2185, 1165, 16195, 6788, 3377, 2312
612, 419, 15593, 6807, 3295, 2313
721, 419, 15473, 6851, 3258, 2314
2107, 497, 16956, 6869, 3319, 2315
891, 420, 17813, 7558, 3709, 2316
1130, 420, 17872, 7467, 3471, 2317
877, 726, 18259, 7208, 3489, 2318
1912, 498, 17977, 7437, 3587, 2319
1668, 420, 17626, 7184, 3502, 2320
2087, 472, 17047, 7195, 3479, 2321
1722, 420, 17196, 7122, 3495, 2322
1911, 419, 17908, 7263, 3469, 2323
2046, 420, 16754, 7047, 3362, 2324
1535, 728, 23262, 6279, 3029, 2325
1091, 421, 18125, 7302, 3479, 2326
1111, 421, 17601, 7478, 3563, 2327
2231, 461, 25847, 7123, 3349, 2328
1606, 421, 17510, 7257, 3539, 2329
1831, 490, 18299, 7475, 3711, 2330
1962, 421, 17471, 7129, 3404, 2331
2168, 420, 16452, 6868, 3288, 2332
671, 684, 28312, 7967, 3796, 2333
846, 422, 18485, 6845, 3684, 2334
1033, 422, 17919, 7381, 3592, 2335
370, 715, 16812, 7167, 3449, 2336
1328, 466, 16982, 7290, 3464, 2337
1329, 422, 17168, 7315, 3538, 2338
1907, 1181, 16289, 6852, 3307, 2339
1595, 422, 17538, 7089, 3608, 2340
930, 495, 18752, 7957, 3848, 2341
1708, 422, 16925, 7205, 3481, 2342
920, 490, 18636, 7732, 3685, 2343
2157, 422, 26174, 7276, 3411, 2344
1871, 494, 18082, 7509, 3641, 2345
1482, 422, 17154, 7182, 3471, 2346
896, 714, 17670, 7270, 3525, 2347
1698, 424, 17073, 6957, 3513, 2348
1904, 489, 18386, 7681, 3553, 2349
2013, 424, 16874, 6980, 3367, 2350
685, 424, 16489, 7431, 3553, 2351
1703, 1182, 15549, 6695, 3241, 2352
901, 425, 18408, 7839, 3690, 2353
1179, 425, 18101, 7708, 3546, 2354
160, 717, 14481, 5849, 2857, 2355
1063, 495, 17830, 7572, 3611, 2356
586, 426, 15180, 6780, 3332, 2357
862, 447, 18005, 7381, 3774, 2358
1424, 489, 18019, 7416, 3618, 2359
604, 425, 15270, 7111, 3356, 2360
813, 426, 17605, 7109, 3659, 2361
1992, 506, 17107, 7287, 3480, 2362
519, 495, 15500, 6724, 3251, 2363
196, 732, 15517, 6210, 3042, 2364
2238, 688, 16649, 6840, 3421, 2365
1869, 1153, 16453, 6936, 3331, 2366
1140, 426, 17896, 7814, 3607, 2367
1001, 670, 17667, 7138, 3431, 2368
1531, 426, 16881, 7007, 3481, 2369
453, 718, 17610, 7139, 3559, 2370
1573, 426, 17044, 7180, 3499, 2371
1453, 507, 17438, 7466, 3688, 2372
1546, 469, 17079, 7170, 3570, 2373
986, 1185, 15830, 6343, 3102, 2374
1687, 426, 17325, 7302, 3558, 2375
2003, 426, 17371, 7376, 3565, 2376
2114, 506, 16700, 7048, 3415, 2377
1745, 465, 18158, 7323, 3637, 2378
1120, 426, 17702, 7246, 3511, 2379
1263, 427, 17879, 7305, 3616, 2380
1587, 719, 16064, 6478, 3207, 2381
2231, 494, 16303, 6621, 3305, 2382
1675, 428, 17410, 7129, 3511, 2383
1860, 495, 18566, 7373, 3577, 2384
1855, 428, 17167, 7285, 3599, 2385
1918, 428, 18389, 7421, 3660, 2386
249, 690, 17021, 7400, 3456, 2387
1170, 499, 16455, 6788, 3350, 2388
2064, 427, 17298, 7052, 3475, 2389
658, 449, 16070, 7125, 3375, 2390
738, 428, 17298, 7364, 3608, 2391
633, 720, 17537, 7282, 3512, 2392
757, 427, 16646, 7299, 3682, 2393
1434, 507, 17870, 7577, 3675, 2394
712, 500, 18066, 7685, 3696, 2395
776, 428, 16907, 7390, 3648, 2396
2080, 463, 27206, 7311, 3374, 2397
2214, 731, 15883, 6922, 3332, 2398
1320, 427, 17159, 7311, 3500, 2399
1194, 719, 15448, 6363, 3185, 2400
1339, 427, 17236, 7239, 3480, 2401
2138, 1156, 15751, 6745, 3258, 2402
1562, 428, 16982, 7177, 3545, 2403
2212, 428, 16455, 6849, 3361, 2404
945, 706, 17585, 7288, 3626, 2405
675, 429, 15999, 7166, 3359, 2406
1329, 455, 16928, 7354, 3557, 2407
824, 429, 17979, 7403, 3744, 2408
1424, 466, 17144, 7090, 3485, 2409
1358, 428, 17010, 7405, 3538, 2410
1318, 493, 18170, 7604, 3632, 2411
1415, 428, 17457, 7035, 3417, 2412
1161, 493, 16390, 7053, 3341, 2413
1452, 428, 16850, 7252, 3484, 2414
1052, 1178, 15234, 6437, 3166, 2415
1907, 429, 18393, 7388, 3403, 2416
805, 485, 17730, 7452, 3623, 2417
2114, 429, 16716, 6995, 3392, 2418
2143, 482, 16614, 6873, 3462, 2419
544, 485, 15037, 7167, 3430, 2420
911, 430, 17677, 7584, 3605, 2421
1950, 452, 18176, 7343, 3553, 2422
1248, 430, 18501, 7614, 3555, 2423
932, 1175, 14779, 6108, 3031, 2424
1612, 429, 16923, 7011, 3473, 2425
1664, 430, 17465, 7087, 3615, 2426
1831, 706, 27893, 7295, 3346, 2427
2103, 430, 16746, 6928, 3364, 2428
2175, 429, 16889, 7206, 3327, 2429
892, 430, 17613, 6355, 3656, 2430
1780, 676, 18128, 7467, 3593, 2431
2022, 482, 17278, 7247, 3366, 2432
1540, 431, 16969, 7003, 3510, 2433
1602, 431, 17409, 7325, 3581, 2434
1721, 528, 18054, 7560, 3675, 2435
1605, 449, 16850, 7290, 3558, 2436
1832, 431, 17835, 7298, 3534, 2437
648, 529, 15508, 6813, 3334, 2438
1655, 480, 18209, 7394, 3668, 2439
1111, 432, 17768, 7179, 3487, 2440
2043, 479, 17088, 7209, 3442, 2441
1150, 431, 17868, 7455, 3576, 2442
1357, 472, 17839, 7564, 3549, 2443
1652, 432, 17531, 7137, 3536, 2444
1820, 709, 17675, 7379, 3620, 2445
1958, 431, 17366, 7241, 3537, 2446
1229, 453, 18610, 8010, 3683, 2447
804, 432, 16000, 6876, 3185, 2448
536, 756, 27683, 7277, 3334, 2449
973, 432, 18194, 7535, 3627, 2450
2059, 707, 16482, 7060, 3434, 2451
1573, 1180, 15594, 6438, 3180, 2452
993, 433, 17862, 7366, 3573, 2453
702, 484, 17172, 7389, 3577, 2454
1072, 433, 18087, 7562, 3603, 2455
1376, 472, 17311, 7187, 3622, 2456
1501, 432, 16856, 6909, 3358, 2457
2085, 529, 26493, 7184, 3320, 2458
1053, 489, 18150, 7728, 3689, 2459
2153, 432, 16728, 6929, 3436, 2460
1337, 482, 17761, 7520, 3538, 2461
843, 435, 18134, 7442, 3507, 2462
1348, 433, 17077, 7442, 3500, 2463
1395, 529, 17514, 7522, 3650, 2464
1481, 455, 17381, 7386, 3581, 2465
1276, 1152, 14773, 6262, 3011, 2466
1641, 434, 17127, 7273, 3484, 2467
1936, 434, 17684, 7331, 3534, 2468
1154, 757, 14849, 6110, 2963, 2469
1947, 433, 17438, 6998, 3495, 2470
1135, 677, 15280, 6146, 2993, 2471
1395, 483, 17184, 7162, 3448, 2472
2081, 434, 17445, 7168, 3513, 2473
1327, 488, 18031, 7720, 3595, 2474
795, 459, 18056, 7805, 3804, 2475
712, 434, 15500, 6991, 3457, 2476
815, 490, 17537, 7678, 3763, 2477
729, 434, 16933, 7522, 3630, 2478
1569, 436, 17212, 7116, 3598, 2479
1998, 436, 17599, 7216, 3557, 2480
2071, 435, 17221, 7294, 3444, 2481
2159, 711, 16833, 6789, 3343, 2482
843, 458, 19117, 7578, 3619, 2483
962, 437, 18220, 7862, 3703, 2484
1112, 488, 17767, 7480, 3548, 2485
1140, 437, 18444, 7791, 3723, 2486
1931, 445, 18113, 7307, 3560, 2487
1219, 436, 18370, 7500, 3570, 2488
2211, 712, 16060, 6761, 3347, 2489
1282, 437, 28752, 7769, 3431, 2490
1595, 698, 16590, 6702, 3440, 2491
863, 480, 18360, 7487, 3613, 2492
1619, 438, 17248, 7032, 3552, 2493
2060, 437, 17231, 7116, 3505, 2494
1696, 681, 17665, 7316, 3586, 2495
1249, 476, 18446, 7631, 3617, 2496
692, 438, 17513, 7409, 3517, 2497
776, 438, 17207, 7295, 3714, 2498
431, 699, 15738, 6828, 3205, 2499
1089, 1169, 14616, 6231, 3057, 2500
1101, 438, 17834, 7531, 3687, 2501
1656, 450, 17594, 7272, 3637, 2502
1301, 437, 17256, 7304, 3507, 2503
2093, 480, 16843, 7148, 3417, 2504
1671, 438, 18010, 7394, 3672, 2505
2187, 475, 16562, 6983, 3433, 2506
2181, 438, 16742, 6805, 3362, 2507
757, 438, 17274, 7317, 3610, 2508
748, 670, 18107, 7762, 3757, 2509
853, 475, 18049, 7315, 3583, 2510
983, 439, 17982, 7396, 3550, 2511
2110, 439, 16799, 6953, 3374, 2512
1741, 474, 16923, 7255, 3633, 2513
823, 440, 17873, 7477, 3665, 2514
863, 1138, 14936, 6231, 3177, 2515
1414, 439, 17532, 7297, 3513, 2516
1775, 440, 16934, 6990, 3475, 2517
751, 520, 17881, 7294, 3589, 2518
657, 478, 17991, 7828, 3546, 2519
816, 684, 18999, 7672, 3766, 2520
1902, 440, 28314, 7365, 3339, 2521
646, 1171, 14188, 6198, 2937, 2522
2038, 440, 17014, 7179, 3275, 2523
2231, 439, 16638, 6987, 3370, 2524
1750, 701, 17865, 7388, 3720, 2525
2250, 439, 16899, 6871, 3400, 2526
2077, 444, 17134, 6938, 3379, 2527
1529, 746, 15441, 6036, 2960, 2528
1828, 441, 18703, 7427, 3595, 2529
1980, 672, 17435, 7175, 3512, 2530
2099, 441, 16966, 7029, 3393, 2531
836, 521, 18492, 7787, 3742, 2532
1667, 448, 17919, 7445, 3579, 2533
853, 442, 17553, 7535, 3717, 2534
1099, 745, 15712, 6643, 3178, 2535
1189, 442, 17774, 7615, 3590, 2536
642, 703, 17145, 7313, 3509, 2537
1209, 442, 19233, 7953, 3664, 2538
1572, 454, 17058, 7115, 3457, 2539
920, 478, 18399, 7558, 3702, 2540
1229, 442, 19317, 7709, 3579, 2541
1894, 460, 18186, 7323, 3369, 2542
463, 484, 16107, 6664, 3192, 2543
1765, 442, 17365, 7017, 3530, 2544
2019, 463, 17250, 7114, 3512, 2545
1880, 442, 17955, 7209, 3498, 2546
388, 705, 18258, 7752, 3736, 2547
1954, 442, 17809, 7365, 3631, 2548
2240, 521, 16256, 6821, 3362, 2549
1510, 482, 17012, 6775, 3377, 2550
2027, 442, 17331, 7022, 3419, 2551
1298, 482, 17693, 7594, 3653, 2552
1150, 443, 18000, 7502, 3586, 2553
1291, 443, 17885, 7498, 3644, 2554
2080, 675, 16977, 7158, 3422, 2555
1546, 1170, 15411, 6465, 3193, 2556
1700, 443, 17204, 7135, 3419, 2557
560, 556, 14916, 7216, 3362, 2558
1754, 444, 17982, 7540, 3628, 2559
1974, 499, 17708, 7537, 3551, 2560
1943, 444, 27778, 7284, 3327, 2561
2034, 528, 17073, 7073, 3425, 2562
2016, 444, 17870, 7436, 3609, 2563
1983, 448, 17359, 7179, 3393, 2564
2149, 442, 16526, 6786, 3386, 2565
1375, 529, 17639, 7606, 3649, 2566
711, 445, 17672, 7875, 3734, 2567
1708, 451, 18179, 7779, 3758, 2568
767, 443, 16940, 7081, 3638, 2569
2205, 481, 16492, 6964, 3327, 2570
1111, 444, 17753, 7424, 3649, 2571
730, 478, 17395, 7316, 3555, 2572
1329, 444, 17176, 7441, 3495, 2573
1658, 499, 17896, 7233, 3598, 2574
1576, 444, 17349, 7141, 3633, 2575
1617, 496, 27766, 7617, 3535, 2576
1637, 445, 17387, 7379, 3628, 2577
447, 497, 14861, 7337, 3579, 2578
2138, 444, 16485, 6881, 3327, 2579
684, 444, 16254, 6953, 3307, 2580
1562, 704, 15953, 6620, 3287, 2581
694, 501, 17623, 7355, 3603, 2582
730, 445, 17280, 7319, 3697, 2583
748, 444, 17777, 7390, 3603, 2584
1045, 528, 18535, 7671, 3733, 2585
833, 445, 17908, 7542, 3760, 2586
941, 445, 18701, 8010, 3829, 2587
297, 633, 18355, 7443, 3614, 2588
1482, 478, 17532, 7335, 3638, 2589
1033, 444, 18261, 7419, 3615, 2590
892, 496, 17711, 7354, 3699, 2591
1367, 445, 16831, 7422, 3586, 2592
1422, 1143, 14390, 6164, 2996, 2593
1386, 445, 16933, 7223, 3502, 2594
1943, 552, 17691, 7252, 3502, 2595
1443, 445, 17317, 7267, 3537, 2596
839, 1104, 14263, 6102, 3029, 2597
1462, 444, 16918, 7069, 3473, 2598
627, 526, 16033, 7190, 3399, 2599
1805, 445, 18074, 7362, 3553, 2600
807, 528, 27410, 7677, 3664, 2601
1869, 445, 17989, 7445, 3649, 2602
986, 553, 19374, 7890, 3824, 2603
2241, 444, 16514, 6941, 3407, 2604
2240, 499, 15934, 6937, 3321, 2605
830, 1100, 14672, 6266, 3096, 2606
537, 445, 15460, 7256, 3473, 2607
1133, 555, 16897, 7024, 3471, 2608
608, 445, 15906, 7205, 3344, 2609
1859, 525, 17854, 7438, 3558, 2610
843, 447, 18727, 7526, 3700, 2611
1503, 1133, 15177, 6435, 3191, 2612
921, 446, 17639, 7370, 3659, 2613
1680, 525, 18140, 7443, 3632, 2614
1565, 446, 17079, 7164, 3613, 2615
1626, 446, 17248, 7103, 3457, 2616
2251, 493, 16354, 6758, 3385, 2617
961, 649, 18253, 7554, 3687, 2618
1678, 446, 18160, 7546, 3633, 2619
2066, 446, 17332, 7274, 3473, 2620
2120, 543, 16889, 6935, 3368, 2621
722, 494, 17297, 7463, 3599, 2622
2127, 446, 16797, 7032, 3409, 2623
1694, 542, 17858, 7389, 3498, 2624
1327, 521, 17519, 7394, 3535, 2625
2199, 445, 16580, 6795, 3322, 2626
1230, 632, 16989, 6922, 3324, 2627
507, 526, 15393, 6466, 3095, 2628
590, 446, 15987, 6808, 3229, 2629
963, 498, 18530, 7827, 3763, 2630
813, 446, 17152, 7222, 3470, 2631
901, 447, 17711, 7464, 3703, 2632
1521, 661, 17464, 6678, 3395, 2633
2089, 596, 17052, 7049, 3429, 2634
1532, 447, 16694, 6909, 3365, 2635
659, 634, 18200, 7702, 3667, 2636
2056, 447, 16918, 7034, 3385, 2637
834, 499, 17955, 7394, 3684, 2638
881, 447, 17794, 7538, 3694, 2639
961, 448, 18360, 7647, 3737, 2640
1133, 544, 17144, 7217, 3330, 2641
1288, 498, 17328, 7324, 3698, 2642
1317, 549, 16647, 7228, 3491, 2643
628, 596, 17962, 7436, 3720, 2644
1160, 448, 17848, 7746, 3711, 2645
817, 522, 18443, 7841, 3827, 2646
1853, 595, 18011, 7663, 3557, 2647
1180, 448, 17781, 7588, 3597, 2648
494, 503, 15614, 6778, 3237, 2649
1199, 447, 17693, 7477, 3491, 2650
1219, 447, 18684, 7748, 3642, 2651
1287, 544, 16375, 7139, 3336, 2652
1337, 494, 17751, 7448, 3697, 2653
1239, 448, 18284, 7480, 3558, 2654
2241, 541, 16833, 6902, 3302, 2655
2188, 522, 16272, 6770, 3256, 2656
1259, 448, 18904, 7900, 3760, 2657
557, 499, 15298, 6489, 3123, 2658
1554, 448, 17216, 7113, 3564, 2659
759, 503, 17534, 7227, 3642, 2660
1847, 448, 18150, 7340, 3536, 2661
2116, 448, 16900, 7101, 3399, 2662
1307, 543, 16703, 6995, 3359, 2663
704, 528, 17276, 7257, 3480, 2664
639, 449, 15345, 6868, 3262, 2665
2083, 558, 16807, 7057, 3347, 2666
1742, 554, 17987, 7650, 3485, 2667
776, 449, 17115, 7204, 3565, 2668
1910, 527, 18002, 7354, 3644, 2669
795, 448, 18001, 7739, 3705, 2670
368, 532, 15760, 6641, 3159, 2671
1062, 449, 27975, 7862, 3680, 2672
1082, 449, 18270, 7611, 3674, 2673
355, 544, 17340, 7323, 3521, 2674
1317, 527, 17314, 7361, 3672, 2675
2159, 1137, 16058, 6904, 3262, 2676
1102, 449, 17903, 7474, 3603, 2677
1066, 596, 17223, 7068, 3468, 2678
1120, 449, 17822, 7447, 3484, 2679
922, 662, 18326, 7445, 3595, 2680
2133, 1105, 15437, 6565, 3089, 2681
1141, 449, 18079, 7709, 3692, 2682
640, 635, 17974, 7687, 3719, 2683
796, 491, 17454, 7419, 3573, 2684
1301, 449, 17418, 7459, 3544, 2685
992, 490, 19072, 7651, 3730, 2686
490, 529, 15459, 6401, 3138, 2687
1491, 449, 17131, 7095, 3527, 2688
1366, 558, 16391, 7123, 3407, 2689
1510, 448, 16817, 6898, 3321, 2690
2195, 531, 16551, 6846, 3479, 2691
1719, 449, 18027, 7608, 3625, 2692
1646, 531, 17687, 7260, 3579, 2693
1910, 449, 27761, 8348, 3440, 2694
1647, 501, 18307, 7515, 3664, 2695
1955, 521, 17764, 7450, 3558, 2696
1972, 449, 17244, 7003, 3334, 2697
2028, 491, 17141, 7234, 3350, 2698
1005, 529, 18846, 8025, 3733, 2699
1219, 504, 17667, 7429, 3604, 2700
1379, 1105, 14426, 6184, 2939, 2701
600, 450, 15670, 6692, 3165, 2702
836, 532, 18125, 7746, 3756, 2703
675, 449, 15595, 6975, 3228, 2704
693, 449, 15972, 6997, 3312, 2705
931, 633, 17965, 7375, 3585, 2706
1878, 503, 18158, 7640, 3591, 2707
758, 449, 17184, 7399, 3628, 2708
796, 502, 17190, 7227, 3543, 2709
1023, 450, 18225, 7765, 3609, 2710
1043, 450, 18292, 7863, 3721, 2711
1093, 500, 18063, 7627, 3580, 2712
1229, 521, 17326, 7170, 3395, 2713
1319, 449, 17370, 7380, 3357, 2714
2044, 555, 17281, 7055, 3354, 2715
1471, 450, 17644, 7534, 3555, 2716
1425, 500, 17751, 7661, 3708, 2717
1543, 449, 16904, 6948, 3389, 2718
1555, 497, 17840, 7353, 3771, 2719
1898, 450, 18129, 7370, 3546, 2720
601, 636, 18189, 7593, 3576, 2721
724, 549, 17410, 7295, 3536, 2722
2105, 449, 16671, 6951, 3465, 2723
343, 558, 15692, 6499, 3066, 2724
2208, 451, 26082, 7116, 3260, 2725
1617, 526, 17721, 7190, 3583, 2726
546, 450, 23667, 7247, 3431, 2727
591, 529, 16150, 6864, 3165, 2728
573, 450, 23550, 7621, 3445, 2729
721, 451, 17299, 7365, 3634, 2730
1192, 665, 16397, 6858, 3350, 2731
1829, 520, 18280, 7619, 3710, 2732
738, 450, 17201, 7267, 3545, 2733
1910, 557, 18069, 7426, 3524, 2734
984, 451, 18492, 7817, 3715, 2735
1594, 530, 17605, 7257, 3544, 2736
1004, 451, 18436, 7639, 3733, 2737
1849, 497, 18367, 7436, 3545, 2738
1358, 450, 16962, 7347, 3480, 2739
1932, 554, 18518, 7594, 3728, 2740
1395, 450, 16887, 7109, 3471, 2741
1200, 526, 16975, 7157, 3443, 2742
1414, 450, 17321, 7196, 3485, 2743
769, 498, 17281, 7217, 3560, 2744
1433, 450, 17410, 7205, 3524, 2745
607, 526, 15543, 6850, 3330, 2746
1452, 450, 17625, 7433, 3518, 2747
770, 530, 17216, 7306, 3610, 2748
1594, 451, 17145, 7322, 3502, 2749
1961, 450, 17789, 7215, 3594, 2750
587, 555, 16316, 6941, 3468, 2751
2034, 451, 17112, 7161, 3404, 2752
1584, 502, 17568, 7310, 3705, 2753
2095, 451, 16781, 6993, 3334, 2754
349, 527, 18035, 7653, 3667, 2755
2231, 450, 16848, 6903, 3355, 2756
2035, 499, 17091, 7186, 3489, 2757
2251, 450, 16292, 6977, 3407, 2758
2075, 503, 17001, 7005, 3428, 2759
630, 452, 15596, 7374, 3462, 2760
823, 451, 17695, 7450, 3690, 2761
461, 637, 18415, 7748, 3756, 2762
2146, 501, 16596, 6932, 3367, 2763
911, 452, 17669, 7426, 3682, 2764
855, 520, 18488, 7467, 3589, 2765
1520, 452, 16881, 6969, 3593, 2766
1761, 452, 17661, 7097, 3466, 2767
1966, 625, 16983, 7056, 3312, 2768
1537, 491, 17492, 7480, 3715, 2769
1824, 452, 18488, 7561, 3584, 2770
1460, 1096, 15026, 6341, 3060, 2771
1887, 452, 18490, 7598, 3675, 2772
2084, 453, 17482, 7259, 3401, 2773
2156, 451, 16677, 6962, 3361, 2774
2013, 637, 17194, 7187, 3555, 2775
2210, 519, 16506, 6744, 3405, 2776
1492, 530, 18201, 7521, 3577, 2777
1482, 547, 25592, 7210, 3368, 2778
582, 452, 16025, 6482, 3165, 2779
2027, 520, 17056, 7168, 3449, 2780
804, 453, 18253, 7424, 3668, 2781
853, 453, 18298, 7481, 3722, 2782
1888, 531, 18116, 7542, 3587, 2783
872, 452, 17865, 7400, 3618, 2784
891, 452, 17949, 7454, 3703, 2785
455, 666, 18180, 7528, 3801, 2786
901, 491, 26117, 7487, 3642, 2787
951, 452, 18359, 7761, 3760, 2788
815, 500, 17184, 7244, 3448, 2789
1289, 453, 17649, 7436, 3595, 2790
1701, 551, 17853, 7310, 3569, 2791
1583, 453, 17029, 7189, 3534, 2792
976, 548, 19814, 7927, 3772, 2793
1644, 453, 17452, 7142, 3477, 2794
1492, 495, 17722, 7419, 3513, 2795
1813, 453, 18495, 7409, 3586, 2796
770, 519, 17157, 7300, 3561, 2797
2023, 452, 17263, 7055, 3424, 2798
1893, 491, 18289, 7608, 3695, 2799
2145, 453, 17066, 7134, 3353, 2800
639, 524, 15568, 6755, 3227, 2801
1639, 522, 18040, 7506, 3549, 2802
974, 454, 18562, 7475, 3632, 2803
578, 552, 16182, 6984, 3271, 2804
1150, 454, 18011, 7621, 3526, 2805
1170, 454, 17630, 7350, 3629, 2806
666, 495, 27346, 7693, 3577, 2807
1189, 453, 17759, 7318, 3488, 2808
1209, 453, 19127, 7564, 3610, 2809
1144, 627, 16020, 6791, 3337, 2810
1385, 523, 17544, 7436, 3638, 2811
1249, 453, 18879, 7618, 3715, 2812
1003, 495, 18746, 7765, 3881, 2813
1269, 453, 18380, 7676, 3645, 2814
554, 489, 15720, 7343, 3485, 2815
1686, 454, 17758, 7202, 3621, 2816
972, 492, 18681, 7732, 3754, 2817
557, 454, 15953, 6900, 3433, 2818
2211, 490, 16522, 6916, 3368, 2819
667, 454, 16027, 7163, 3331, 2820
457, 500, 15918, 7192, 3592, 2821
372, 522, 15810, 6351, 3087, 2822
684, 454, 16393, 7375, 3506, 2823
767, 454, 17250, 7402, 3551, 2824
971, 654, 17745, 7212, 3575, 2825
2172, 1094, 15553, 6709, 3265, 2826
1072, 455, 18269, 7667, 3769, 2827
832, 627, 18549, 7338, 3407, 2828
2216, 557, 17239, 6985, 3453, 2829
1092, 454, 17639, 7224, 3265, 2830
1714, 490, 18140, 7568, 3727, 2831
1112, 455, 17842, 7244, 3565, 2832
1640, 492, 18158, 7369, 3671, 2833
1900, 529, 18232, 7488, 3643, 2834
1131, 454, 18477, 7636, 3680, 2835
1310, 455, 17117, 7296, 3494, 2836
1663, 627, 18076, 7169, 3614, 2837
779, 524, 17600, 7225, 3576, 2838
1501, 454, 16988, 7067, 3360, 2839
1249, 555, 16512, 7130, 3430, 2840
1668, 587, 18121, 7496, 3684, 2841
1738, 456, 18177, 7474, 3678, 2842
1292, 1124, 14759, 6379, 3073, 2843
1864, 455, 17249, 7083, 3560, 2844
1840, 518, 17777, 7479, 3704, 2845
1927, 456, 17709, 7418, 3541, 2846
1034, 501, 18708, 7763, 3772, 2847
1209, 521, 17259, 7165, 3405, 2848
1939, 454, 17950, 7381, 3614, 2849
403, 550, 18112, 7398, 3486, 2850
2013, 454, 17533, 7324, 3460, 2851
808, 550, 17605, 7265, 3530, 2852
2134, 454, 16512, 6908, 3262, 2853
824, 494, 17747, 7431, 3652, 2854
2196, 455, 16472, 6808, 3351, 2855
1739, 535, 26568, 7648, 3652, 2856
1180, 527, 16982, 7060, 3441, 2857
177, 657, 17214, 7081, 3484, 2858
2023, 530, 16782, 7467, 3460, 2859
538, 456, 16052, 6880, 3299, 2860
1152, 521, 16505, 6990, 3292, 2861
610, 455, 15685, 6733, 3100, 2862
1404, 489, 17388, 7048, 3476, 2863
749, 455, 17381, 7517, 3631, 2864
833, 456, 17912, 7470, 3657, 2865
1114, 533, 17119, 7029, 3455, 2866
1083, 495, 18158, 7580, 3702, 2867
893, 518, 18011, 7379, 3707, 2868
1033, 456, 18226, 7663, 3598, 2869
799, 546, 17951, 7321, 3580, 2870
1053, 455, 18351, 7626, 3758, 2871
648, 518, 17434, 7476, 3556, 2872
1348, 455, 17341, 7250, 3589, 2873
1978, 489, 17938, 7458, 3688, 2874
1367, 455, 16772, 7244, 3543, 2875
1977, 518, 17426, 7413, 3495, 2876
1386, 456, 16896, 7211, 3483, 2877
2220, 546, 17172, 6931, 3374, 2878
1443, 456, 17083, 7333, 3529, 2879
1452, 587, 16806, 7009, 3474, 2880
1462, 456, 17276, 7194, 3485, 2881
601, 658, 17600, 7153, 3501, 2882
1561, 456, 16892, 7126, 3516, 2883
1094, 533, 27844, 7886, 3558, 2884
470, 523, 15476, 6528, 3251, 2885
1622, 456, 17457, 7063, 3513, 2886
1803, 534, 29154, 7769, 3635, 2887
612, 499, 15368, 6757, 3340, 2888
1073, 500, 17767, 7707, 3571, 2889
2001, 456, 17954, 7272, 3509, 2890
1433, 587, 16559, 6982, 3322, 2891
2221, 456, 16585, 6809, 3332, 2892
1818, 630, 18543, 7510, 3656, 2893
492, 493, 16172, 7240, 3327, 2894
436, 531, 15939, 6685, 3222, 2895
2241, 455, 16339, 7096, 3406, 2896
1686, 1096, 15746, 6579, 3286, 2897
592, 456, 15660, 6804, 3192, 2898
730, 456, 15439, 7127, 3492, 2899
636, 534, 26800, 7562, 3627, 2900
1691, 523, 17868, 7310, 3628, 2901
675, 523, 18088, 7838, 3770, 2902
920, 456, 17059, 7110, 3539, 2903
940, 457, 18640, 7896, 3786, 2904
1482, 524, 17896, 7338, 3608, 2905
1727, 458, 17995, 7646, 3674, 2906
1790, 457, 18716, 7531, 3572, 2907
333, 553, 17910, 7287, 3496, 2908
1854, 457, 18047, 7502, 3528, 2909
1916, 457, 18071, 7415, 3539, 2910
309, 630, 18045, 7621, 3827, 2911
1990, 458, 18090, 7380, 3521, 2912
247, 660, 17728, 7318, 3604, 2913
2062, 456, 16989, 7122, 3334, 2914
656, 535, 14625, 6869, 3310, 2915
498, 522, 15757, 6693, 3230, 2916
2173, 458, 26041, 7465, 3442, 2917
775, 641, 17312, 7327, 3554, 2918
2184, 456, 16412, 6958, 3343, 2919
439, 628, 17565, 7380, 3611, 2920
1848, 527, 18494, 7450, 3586, 2921
928, 588, 18379, 7486, 3776, 2922
565, 457, 15721, 7008, 3325, 2923
1881, 522, 17931, 7326, 3554, 2924
964, 459, 28330, 7812, 3697, 2925
