Assay1 Amplitude,Assay2 Amplitude,Cluster
952.1685,,1
952.023,,1
952.436646,,1
952.900635,,1
952.689636,,1
952.1327,,1
952.2004,,1
952.7529,,1
952.439636,,1
952.454041,,1
952.8853,,1
952.262634,,1
952.5151,,1
952.2966,,1
952.929443,,1
952.6184,,1
952.028259,,1
952.539063,,1
952.852356,,1
952.6277,,1
952.1685,,1
952.258667,,1
952.1841,,1
952.9471,,1
952.007263,,1
953.4652,,1
953.191,,1
953.885437,,1
953.3788,,1
953.4282,,1
953.218,,1
953.1989,,1
953.552368,,1
953.693542,,1
953.576355,,1
953.73645,,1
953.385437,,1
953.2988,,1
953.7797,,1
953.8388,,1
953.0942,,1
954.5583,,1
954.957642,,1
954.6596,,1
954.2955,,1
954.457642,,1
954.5503,,1
954.709167,,1
954.58075,,1
954.9728,,1
954.6177,,1
954.0874,,1
954.310242,,1
954.5631,,1
954.7745,,1
954.867432,,1
954.5688,,1
954.715454,,1
954.8901,,1
954.199341,,1
954.3707,,1
954.5159,,1
954.417847,,1
954.1849,,1
954.4031,,1
955.3964,,1
955.7866,,1
955.4519,,1
955.0551,,1
955.16626,,1
955.454468,,1
955.679749,,1
955.243042,,1
955.4347,,1
955.665344,,1
955.330566,,1
955.713,,1
955.6806,,1
955.8339,,1
955.849731,,1
955.4485,,1
955.6824,,1
955.4238,,1
955.0756,,1
955.044739,,1
955.2784,,1
955.072632,,1
955.2137,,1
955.1226,,1
956.9293,,1
956.32605,,1
956.318237,,1
956.715332,,1
956.0106,,1
956.3417,,1
956.3351,,1
956.0373,,1
956.7714,,1
956.5687,,1
956.493835,,1
956.8515,,1
956.3459,,1
956.120239,,1
956.615845,,1
956.1277,,1
956.0673,,1
956.762451,,1
956.179932,,1
956.423157,,1
956.9925,,1
957.8663,,1
957.6594,,1
957.737,,1
957.164,,1
957.319336,,1
957.886841,,1
957.76825,,1
957.152649,,1
957.272034,,1
957.004944,,1
957.64,,1
957.829346,,1
957.648438,,1
957.3931,,1
957.7239,,1
957.940552,,1
957.310242,,1
957.9379,,1
957.098,,1
958.7507,,1
958.2147,,1
958.503235,,1
958.127563,,1
958.526855,,1
958.3567,,1
958.5816,,1
958.476563,,1
958.3273,,1
958.3836,,1
958.614,,1
958.000549,,1
958.0784,,1
958.538,,1
958.658,,1
958.0564,,1
958.7707,,1
958.504944,,1
958.4217,,1
959.0251,,1
959.433838,,1
959.140747,,1
959.2076,,1
959.4944,,1
959.840942,,1
959.1176,,1
959.3644,,1
959.6337,,1
959.5507,,1
959.2373,,1
959.368,,1
959.476135,,1
959.7572,,1
959.4161,,1
959.580444,,1
959.844543,,1
959.8466,,1
959.499756,,1
959.1492,,1
959.5944,,1
960.105652,,1
960.145142,,1
960.338257,,1
960.8047,,1
960.4735,,1
960.389343,,1
960.3051,,1
960.3144,,1
960.493042,,1
960.704041,,1
960.4161,,1
960.6237,,1
960.219,,1
960.9033,,1
960.449,,1
960.2019,,1
960.056,,1
960.0788,,1
960.2573,,1
960.4332,,1
960.4799,,1
960.9238,,1
960.4046,,1
960.434937,,1
961.9199,,1
961.1678,,1
961.5308,,1
961.264954,,1
961.3385,,1
961.4604,,1
961.2799,,1
961.8684,,1
961.487854,,1
961.5358,,1
961.9517,,1
961.9818,,1
961.7984,,1
961.9478,,1
961.4586,,1
961.5821,,1
961.0852,,1
961.699646,,1
961.855347,,1
961.2907,,1
961.026245,,1
961.514465,,1
961.3205,,1
961.0049,,1
961.1383,,1
961.183655,,1
961.422668,,1
962.910767,,1
962.9838,,1
962.032532,,1
962.2967,,1
962.016052,,1
962.561951,,1
962.8102,,1
962.926941,,1
962.7203,,1
962.8455,,1
962.7501,,1
962.732849,,1
962.542969,,1
962.4208,,1
962.7742,,1
962.567932,,1
962.761536,,1
963.754639,,1
963.524353,,1
963.6059,,1
963.7917,,1
963.920044,,1
963.815857,,1
963.258057,,1
963.233154,,1
963.0413,,1
963.7575,,1
963.0666,,1
963.334351,,1
963.1098,,1
963.072,,1
963.834045,,1
963.1179,,1
963.406,,1
963.9592,,1
963.985657,,1
963.8899,,1
963.2509,,1
963.436035,,1
963.10675,,1
963.3307,,1
963.618652,,1
963.782166,,1
964.770447,,1
964.3839,,1
964.9241,,1
964.923,,1
964.3577,,1
964.8958,,1
964.206055,,1
964.530945,,1
964.2488,,1
964.3005,,1
964.690552,,1
964.682434,,1
964.3389,,1
964.110046,,1
964.549561,,1
964.1168,,1
964.9871,,1
964.2544,,1
965.0619,,1
965.765869,,1
965.6434,,1
965.6751,,1
965.1353,,1
965.6234,,1
965.3104,,1
965.1616,,1
965.16095,,1
965.886,,1
965.9552,,1
965.470642,,1
965.909058,,1
965.7004,,1
965.2913,,1
965.677551,,1
965.7706,,1
965.8634,,1
965.906555,,1
965.56134,,1
965.5544,,1
965.8182,,1
965.478149,,1
965.707947,,1
965.824951,,1
966.7432,,1
966.8096,,1
966.5616,,1
966.9916,,1
966.7929,,1
966.9313,,1
966.5584,,1
966.015564,,1
966.246643,,1
966.8617,,1
966.6972,,1
966.2655,,1
966.6549,,1
966.8988,,1
966.7671,,1
966.492249,,1
966.2357,,1
966.007568,,1
966.183533,,1
966.966431,,1
966.4117,,1
966.403137,,1
966.155457,,1
967.2604,,1
967.3641,,1
967.135864,,1
967.900635,,1
967.518433,,1
967.2761,,1
967.6561,,1
967.252869,,1
967.4539,,1
967.5888,,1
967.108032,,1
967.5318,,1
967.666,,1
967.5233,,1
967.57666,,1
967.400635,,1
967.1269,,1
967.0821,,1
967.9004,,1
967.320068,,1
967.076355,,1
967.9035,,1
967.832031,,1
967.00885,,1
967.652039,,1
967.952332,,1
967.272949,,1
967.1413,,1
967.79,,1
967.3826,,1
967.266052,,1
967.015,,1
967.0358,,1
968.219,,1
968.584045,,1
968.592651,,1
968.0295,,1
968.46,,1
968.227844,,1
968.7716,,1
968.0165,,1
968.5693,,1
968.456848,,1
968.4229,,1
968.029358,,1
968.923,,1
968.569946,,1
968.006165,,1
968.677856,,1
968.0836,,1
968.504456,,1
968.5861,,1
968.149841,,1
968.1264,,1
968.705,,1
968.3859,,1
968.6624,,1
968.5518,,1
968.0047,,1
968.6559,,1
968.413757,,1
968.9406,,1
969.447266,,1
969.7585,,1
969.95636,,1
969.272644,,1
969.975342,,1
969.4988,,1
969.5225,,1
969.5835,,1
969.7068,,1
969.611145,,1
969.2707,,1
969.0607,,1
969.5265,,1
969.136963,,1
969.475037,,1
969.1836,,1
969.5708,,1
969.300964,,1
969.9011,,1
969.3466,,1
969.563354,,1
969.220459,,1
969.750366,,1
969.817139,,1
969.3154,,1
969.269,,1
969.9654,,1
969.4614,,1
969.4741,,1
969.9992,,1
970.7602,,1
970.549133,,1
970.0677,,1
970.082764,,1
970.8177,,1
970.967468,,1
970.773865,,1
970.7631,,1
970.675659,,1
970.387451,,1
970.7521,,1
970.819336,,1
970.4193,,1
970.8568,,1
970.7085,,1
970.495056,,1
970.344666,,1
970.0173,,1
970.8914,,1
970.868469,,1
970.392944,,1
970.1527,,1
970.2457,,1
970.9465,,1
970.836548,,1
970.2883,,1
970.6295,,1
970.1929,,1
970.797668,,1
970.4084,,1
970.510437,,1
970.617859,,1
970.3387,,1
970.0463,,1
970.8668,,1
970.8485,,1
970.5675,,1
970.46814,,1
971.696655,,1
971.962769,,1
971.3707,,1
971.8372,,1
971.974854,,1
971.9237,,1
971.445557,,1
971.3515,,1
971.8211,,1
971.55,,1
971.443237,,1
971.869141,,1
971.1039,,1
971.6469,,1
971.438965,,1
971.3669,,1
971.598633,,1
971.0813,,1
971.82666,,1
971.59436,,1
971.332947,,1
971.9768,,1
971.6343,,1
971.247437,,1
971.850342,,1
971.715759,,1
971.0546,,1
971.5386,,1
971.081055,,1
971.5733,,1
971.998169,,1
972.5097,,1
972.15155,,1
972.420959,,1
972.452,,1
972.180969,,1
972.7889,,1
972.4623,,1
972.1648,,1
972.7316,,1
972.1504,,1
972.5807,,1
972.4522,,1
972.7341,,1
972.576965,,1
972.645752,,1
972.88,,1
972.045166,,1
972.69,,1
972.584839,,1
972.075867,,1
972.731,,1
972.467651,,1
972.3246,,1
972.5015,,1
972.0557,,1
972.1593,,1
972.899,,1
972.1792,,1
972.2456,,1
972.383057,,1
972.5123,,1
972.2027,,1
972.0298,,1
972.6379,,1
972.0203,,1
972.231934,,1
972.2899,,1
972.8724,,1
973.2243,,1
973.6211,,1
973.09,,1
973.6208,,1
973.132446,,1
973.0456,,1
973.0374,,1
973.774048,,1
973.997,,1
973.7104,,1
973.171936,,1
973.708069,,1
973.8376,,1
973.827148,,1
973.4837,,1
973.3413,,1
973.4117,,1
973.549744,,1
973.170532,,1
973.2447,,1
973.9257,,1
973.2224,,1
973.804,,1
973.7912,,1
973.122253,,1
973.4796,,1
973.128052,,1
973.0684,,1
973.3425,,1
973.8414,,1
973.864868,,1
973.894653,,1
973.997131,,1
973.8222,,1
973.082153,,1
973.987854,,1
973.5106,,1
973.8558,,1
973.46936,,1
973.325,,1
974.1576,,1
974.926941,,1
974.751038,,1
974.1513,,1
974.199646,,1
974.1569,,1
974.8119,,1
974.621948,,1
974.293335,,1
974.7601,,1
974.9322,,1
974.7135,,1
974.00354,,1
974.3193,,1
974.035156,,1
974.243469,,1
974.89856,,1
974.89,,1
974.1876,,1
974.435364,,1
974.0421,,1
974.9621,,1
974.187561,,1
974.3265,,1
974.057556,,1
974.2981,,1
974.0125,,1
974.356445,,1
974.7352,,1
974.910645,,1
974.5067,,1
974.257,,1
974.0109,,1
974.7008,,1
974.8142,,1
974.77594,,1
974.6221,,1
974.0334,,1
974.2158,,1
974.6711,,1
974.7093,,1
974.445557,,1
975.599,,1
975.6663,,1
975.5042,,1
975.2097,,1
975.8004,,1
975.2259,,1
975.3791,,1
975.6153,,1
975.028748,,1
975.404846,,1
975.305542,,1
975.7499,,1
975.335632,,1
975.726257,,1
975.9354,,1
975.71,,1
975.350464,,1
975.603,,1
975.720154,,1
975.297,,1
975.9959,,1
975.1465,,1
975.4592,,1
975.0589,,1
975.999268,,1
975.9183,,1
975.710449,,1
975.148132,,1
975.335632,,1
975.648132,,1
975.9174,,1
975.6954,,1
975.1314,,1
975.0767,,1
975.167,,1
975.7053,,1
975.2256,,1
975.8771,,1
975.1792,,1
975.3779,,1
975.316345,,1
975.5504,,1
976.360962,,1
976.4765,,1
976.118835,,1
976.357361,,1
976.385559,,1
976.060242,,1
976.952759,,1
976.655762,,1
976.343933,,1
976.4559,,1
976.0411,,1
976.69,,1
976.259338,,1
976.628967,,1
976.203857,,1
976.186646,,1
976.9004,,1
976.4989,,1
976.091248,,1
976.3535,,1
976.5086,,1
976.5845,,1
976.6121,,1
976.3797,,1
976.921631,,1
976.885559,,1
976.722,,1
976.2823,,1
976.522949,,1
976.4918,,1
976.8326,,1
976.7571,,1
976.7332,,1
976.1055,,1
976.51886,,1
976.070862,,1
976.148132,,1
976.8989,,1
976.5766,,1
976.8879,,1
976.5559,,1
976.5782,,1
976.173462,,1
976.9136,,1
976.6146,,1
976.8931,,1
976.0932,,1
976.2207,,1
976.948669,,1
976.6391,,1
976.8078,,1
976.2384,,1
977.272461,,1
977.9196,,1
977.778442,,1
977.8986,,1
977.9276,,1
977.4518,,1
977.434448,,1
977.3398,,1
977.358643,,1
977.3897,,1
977.0609,,1
977.4108,,1
977.6565,,1
977.5325,,1
977.4656,,1
977.4485,,1
977.180847,,1
977.8233,,1
977.1205,,1
977.8278,,1
977.6542,,1
977.5779,,1
977.270752,,1
977.766235,,1
977.1539,,1
977.620667,,1
977.62,,1
977.884155,,1
977.012146,,1
977.526062,,1
977.664368,,1
977.358,,1
977.0197,,1
977.0978,,1
977.274658,,1
977.05365,,1
977.5769,,1
977.9339,,1
977.5148,,1
978.1819,,1
978.070862,,1
978.2466,,1
978.776245,,1
978.557739,,1
978.5224,,1
978.9464,,1
978.1441,,1
978.9793,,1
978.3379,,1
978.842041,,1
978.165161,,1
978.1577,,1
978.9704,,1
978.0544,,1
978.03064,,1
978.705,,1
978.417847,,1
978.0156,,1
978.11,,1
978.8519,,1
978.71875,,1
978.298,,1
978.068542,,1
978.938232,,1
978.7686,,1
978.0591,,1
978.737061,,1
978.2146,,1
978.46106,,1
978.371155,,1
978.7136,,1
978.858,,1
978.2706,,1
978.8022,,1
978.224854,,1
978.4493,,1
978.460632,,1
978.959167,,1
978.9574,,1
978.243958,,1
978.2928,,1
978.729248,,1
978.9293,,1
978.644958,,1
978.3814,,1
978.4075,,1
978.424133,,1
978.9709,,1
978.0029,,1
978.329834,,1
978.1433,,1
978.195068,,1
978.2502,,1
979.4623,,1
979.74115,,1
979.8481,,1
979.9307,,1
979.9618,,1
979.9616,,1
979.8786,,1
979.086,,1
979.182861,,1
979.9415,,1
979.1963,,1
979.68634,,1
979.185669,,1
979.6493,,1
979.6633,,1
979.983765,,1
979.8903,,1
979.7137,,1
979.4972,,1
979.1373,,1
979.9117,,1
979.822,,1
979.6108,,1
979.0593,,1
979.0347,,1
979.7687,,1
979.91864,,1
979.413,,1
979.122559,,1
979.431641,,1
979.0461,,1
979.3365,,1
979.450867,,1
979.2876,,1
979.689331,,1
979.1452,,1
979.9959,,1
979.3288,,1
979.6997,,1
979.2602,,1
979.887756,,1
979.938843,,1
980.2807,,1
980.0463,,1
980.7312,,1
980.1323,,1
980.9383,,1
980.9111,,1
980.9914,,1
980.2357,,1
980.6182,,1
980.647339,,1
980.6672,,1
980.6459,,1
980.0078,,1
980.911743,,1
980.0381,,1
980.3859,,1
980.667542,,1
980.8707,,1
980.22406,,1
980.424561,,1
980.0466,,1
980.937439,,1
980.9981,,1
980.8531,,1
980.5971,,1
980.475037,,1
980.069031,,1
980.617432,,1
980.7429,,1
980.116943,,1
980.2095,,1
980.5792,,1
980.184631,,1
980.909241,,1
980.1654,,1
980.2777,,1
980.656,,1
980.6762,,1
980.1569,,1
980.7061,,1
980.921,,1
980.7342,,1
980.762,,1
980.881,,1
980.764343,,1
980.9871,,1
980.0772,,1
980.298767,,1
980.1225,,1
980.4623,,1
980.6019,,1
980.3133,,1
980.7973,,1
980.8266,,1
980.591064,,1
980.413269,,1
980.703369,,1
980.203247,,1
980.6716,,1
980.6037,,1
980.9058,,1
980.0391,,1
980.4771,,1
981.372437,,1
981.8071,,1
981.1676,,1
981.224,,1
981.792847,,1
981.0512,,1
981.9988,,1
981.084534,,1
981.792053,,1
981.1453,,1
981.174438,,1
981.45636,,1
981.2723,,1
981.4439,,1
981.671631,,1
981.770142,,1
981.15155,,1
981.1882,,1
981.472961,,1
981.8249,,1
981.5514,,1
981.078064,,1
981.5108,,1
981.8677,,1
981.859253,,1
981.8575,,1
981.7811,,1
981.9877,,1
981.0344,,1
981.902039,,1
981.9503,,1
981.814758,,1
981.2401,,1
981.7528,,1
981.986755,,1
981.342041,,1
981.9692,,1
981.3888,,1
981.135254,,1
981.520752,,1
981.434143,,1
981.245,,1
981.5788,,1
981.256653,,1
981.6092,,1
981.284668,,1
981.266235,,1
981.184631,,1
981.6096,,1
981.344666,,1
981.7748,,1
981.4338,,1
982.2016,,1
982.567932,,1
982.064758,,1
982.8577,,1
982.9683,,1
982.099548,,1
982.3985,,1
982.3876,,1
982.554749,,1
982.0347,,1
982.0078,,1
982.107361,,1
982.243164,,1
982.9674,,1
982.129333,,1
982.016541,,1
982.9918,,1
982.7274,,1
982.869,,1
982.664246,,1
982.847351,,1
982.9393,,1
982.417,,1
982.600952,,1
982.8088,,1
982.7933,,1
982.038452,,1
982.116638,,1
982.1658,,1
982.3871,,1
982.0909,,1
982.338257,,1
982.163757,,1
982.6735,,1
982.4281,,1
982.5618,,1
982.0674,,1
982.0085,,1
982.3661,,1
982.5668,,1
982.820557,,1
982.063965,,1
983.5927,,1
983.332947,,1
983.8413,,1
983.27655,,1
983.761,,1
983.980469,,1
983.0861,,1
983.415833,,1
983.345337,,1
983.9855,,1
983.7267,,1
983.749,,1
983.682556,,1
983.419861,,1
983.6705,,1
983.2195,,1
983.8139,,1
983.227051,,1
983.500061,,1
983.309937,,1
983.0772,,1
983.320251,,1
983.6149,,1
983.4419,,1
983.182434,,1
983.785156,,1
983.508545,,1
983.5179,,1
983.9767,,1
983.8473,,1
983.6008,,1
983.985168,,1
983.2656,,1
983.498169,,1
983.8581,,1
983.5359,,1
983.336,,1
983.72345,,1
983.392761,,1
983.4024,,1
983.104553,,1
983.8874,,1
983.1146,,1
983.9013,,1
983.84845,,1
983.5363,,1
983.6258,,1
983.6429,,1
983.7648,,1
983.7574,,1
983.9127,,1
983.961365,,1
983.395447,,1
984.2917,,1
984.959534,,1
984.5147,,1
984.6469,,1
984.4217,,1
984.436157,,1
984.21875,,1
984.2962,,1
984.2441,,1
984.5382,,1
984.0794,,1
984.209839,,1
984.682556,,1
984.5317,,1
984.5138,,1
984.0467,,1
984.0455,,1
984.757446,,1
984.085,,1
984.611,,1
984.9467,,1
984.067139,,1
984.821,,1
984.29425,,1
984.6736,,1
984.5779,,1
984.466,,1
984.222046,,1
984.8041,,1
984.6899,,1
984.363037,,1
984.4765,,1
984.3749,,1
984.0645,,1
984.846863,,1
984.458862,,1
984.0058,,1
984.6122,,1
984.6996,,1
984.7283,,1
984.655151,,1
984.770752,,1
985.1913,,1
985.2279,,1
985.432251,,1
985.9267,,1
985.197754,,1
985.0989,,1
985.6316,,1
985.3703,,1
985.6732,,1
985.4226,,1
985.7503,,1
985.6637,,1
985.008057,,1
985.1772,,1
985.6039,,1
985.8452,,1
985.6786,,1
985.59906,,1
985.858032,,1
985.314636,,1
985.151367,,1
985.924744,,1
985.5698,,1
985.1583,,1
985.857361,,1
985.0822,,1
985.472168,,1
985.238953,,1
985.8789,,1
985.1783,,1
985.4037,,1
985.4519,,1
985.847961,,1
985.8724,,1
985.4288,,1
985.9594,,1
985.8457,,1
985.1168,,1
985.2878,,1
985.692566,,1
985.4777,,1
985.03186,,1
985.682251,,1
985.3269,,1
985.5364,,1
985.435,,1
985.622864,,1
985.942932,,1
985.1054,,1
985.046265,,1
985.743042,,1
986.258667,,1
986.144958,,1
986.5598,,1
986.9593,,1
986.263733,,1
986.1368,,1
986.4997,,1
986.1666,,1
986.318665,,1
986.396545,,1
986.455,,1
986.921,,1
986.452759,,1
986.3306,,1
986.440063,,1
986.987366,,1
986.9751,,1
986.4088,,1
986.267456,,1
986.35675,,1
986.4304,,1
986.874,,1
986.9429,,1
986.258362,,1
986.7241,,1
986.432251,,1
986.814148,,1
986.4777,,1
986.3266,,1
986.1568,,1
986.999939,,1
986.0847,,1
986.624146,,1
986.657,,1
986.2628,,1
986.777466,,1
986.8569,,1
986.8495,,1
986.008362,,1
986.011658,,1
986.1207,,1
986.5855,,1
986.9854,,1
986.1749,,1
986.87915,,1
986.2417,,1
986.4547,,1
986.6336,,1
986.77,,1
987.9499,,1
987.583252,,1
987.4982,,1
987.071838,,1
987.3836,,1
987.4822,,1
987.7524,,1
987.708,,1
987.985535,,1
987.5223,,1
987.877747,,1
987.767761,,1
987.0836,,1
987.8503,,1
987.867737,,1
987.6666,,1
987.11084,,1
987.7463,,1
987.8195,,1
987.744568,,1
987.6146,,1
987.9359,,1
987.6078,,1
987.991455,,1
987.569,,1
987.0822,,1
987.116455,,1
987.3148,,1
987.2341,,1
987.091248,,1
987.602234,,1
987.6069,,1
987.1048,,1
987.74115,,1
987.5576,,1
987.926758,,1
987.56134,,1
987.8918,,1
987.978455,,1
987.4781,,1
987.703735,,1
987.250061,,1
987.5465,,1
987.5957,,1
988.2588,,1
988.7193,,1
988.5734,,1
988.3428,,1
988.9532,,1
988.6416,,1
988.9535,,1
988.553345,,1
988.0965,,1
988.511841,,1
988.4989,,1
988.3901,,1
988.707031,,1
988.9743,,1
988.8352,,1
988.459534,,1
988.8135,,1
988.869,,1
988.491943,,1
988.315857,,1
988.596741,,1
988.8778,,1
988.355835,,1
988.3663,,1
988.060852,,1
988.480042,,1
988.279663,,1
988.2015,,1
988.2209,,1
988.849,,1
988.429749,,1
988.784546,,1
988.4649,,1
988.782654,,1
988.5006,,1
988.9528,,1
988.663635,,1
988.168335,,1
988.4065,,1
988.2497,,1
988.2482,,1
988.9499,,1
988.391663,,1
988.1299,,1
988.932434,,1
988.641052,,1
988.9008,,1
988.9118,,1
988.5855,,1
989.1723,,1
989.1842,,1
989.3981,,1
989.079468,,1
989.3532,,1
989.3,,1
989.0945,,1
989.0996,,1
989.3366,,1
989.640869,,1
989.8498,,1
989.2689,,1
989.940369,,1
989.433,,1
989.981934,,1
989.122742,,1
989.2153,,1
989.1841,,1
989.6866,,1
989.095459,,1
989.906433,,1
989.7747,,1
989.781738,,1
989.463257,,1
989.8629,,1
989.112549,,1
989.675354,,1
989.9724,,1
989.5181,,1
989.597351,,1
989.9094,,1
989.32196,,1
989.0176,,1
989.9028,,1
989.6012,,1
989.7413,,1
989.2708,,1
989.8934,,1
989.3676,,1
989.407654,,1
989.3537,,1
989.901,,1
989.0777,,1
989.1197,,1
989.310059,,1
989.775757,,1
989.0885,,1
989.799133,,1
990.869751,,1
990.203552,,1
990.856934,,1
990.271057,,1
990.4985,,1
990.9183,,1
990.9502,,1
990.4986,,1
990.515137,,1
990.467346,,1
990.1784,,1
990.3969,,1
990.7672,,1
990.6969,,1
990.15564,,1
990.9266,,1
990.639648,,1
990.9144,,1
990.8172,,1
