Assay1 Amplitude,Assay2 Amplitude,Cluster
970.217346,,1
970.806641,,1
971.7144,,1
971.7557,,1
971.3262,,1
971.594238,,1
971.1729,,1
971.8635,,1
971.347351,,1
971.8358,,1
971.8573,,1
971.0735,,1
971.8524,,1
971.7151,,1
971.769836,,1
971.533752,,1
972.4645,,1
972.4468,,1
972.438538,,1
972.963135,,1
972.8695,,1
972.739746,,1
972.6904,,1
972.32605,,1
973.1142,,1
973.8547,,1
973.2423,,1
973.9095,,1
973.1182,,1
973.8931,,1
973.417542,,1
973.0401,,1
973.067444,,1
973.4205,,1
973.9922,,1
973.387939,,1
973.565247,,1
973.446167,,1
973.41394,,1
973.8613,,1
973.199646,,1
973.5898,,1
973.7786,,1
973.9545,,1
974.9202,,1
974.3873,,1
974.8581,,1
974.972656,,1
974.8295,,1
974.978149,,1
974.579651,,1
974.109558,,1
974.967834,,1
974.25415,,1
974.895569,,1
974.596,,1
974.496155,,1
974.1213,,1
974.259766,,1
974.0221,,1
974.880554,,1
974.685669,,1
974.459961,,1
975.249451,,1
975.6723,,1
975.5005,,1
975.6248,,1
975.658,,1
975.3339,,1
975.1333,,1
975.131165,,1
975.717041,,1
975.143738,,1
975.439453,,1
975.609253,,1
975.3978,,1
975.6614,,1
975.9519,,1
975.3978,,1
975.687744,,1
975.2994,,1
975.7948,,1
975.0113,,1
975.251038,,1
975.6704,,1
975.2014,,1
975.851746,,1
975.4899,,1
975.119751,,1
975.6056,,1
975.1214,,1
976.8539,,1
976.344238,,1
976.0045,,1
976.140442,,1
976.010742,,1
976.3951,,1
976.6783,,1
976.0193,,1
976.5058,,1
976.852966,,1
976.4776,,1
976.328247,,1
976.8109,,1
976.86084,,1
976.464233,,1
976.497742,,1
976.7592,,1
976.246948,,1
976.6881,,1
976.1081,,1
977.647034,,1
977.5754,,1
977.0722,,1
977.9658,,1
977.1775,,1
977.647949,,1
977.1242,,1
977.53595,,1
977.2447,,1
977.36145,,1
977.549133,,1
977.8237,,1
977.1136,,1
977.221436,,1
977.3042,,1
977.3584,,1
977.2125,,1
977.530457,,1
977.77356,,1
977.0073,,1
977.6522,,1
977.6112,,1
977.7846,,1
977.424133,,1
977.2116,,1
977.466,,1
977.697632,,1
977.399048,,1
978.3095,,1
978.95575,,1
978.0344,,1
978.234,,1
978.390869,,1
978.19104,,1
978.2048,,1
978.8158,,1
978.1596,,1
978.0342,,1
978.9971,,1
978.6587,,1
978.9066,,1
978.582336,,1
978.0684,,1
978.8668,,1
978.756348,,1
978.1753,,1
978.930237,,1
978.3073,,1
978.2939,,1
978.461548,,1
978.42926,,1
978.4025,,1
978.2263,,1
979.0545,,1
979.6873,,1
979.669,,1
979.7997,,1
979.4208,,1
979.5504,,1
979.0771,,1
979.38385,,1
979.854858,,1
979.156738,,1
979.1185,,1
979.2398,,1
979.7908,,1
979.577942,,1
979.159241,,1
979.2832,,1
979.457458,,1
979.6049,,1
979.0069,,1
979.5451,,1
979.1172,,1
980.4261,,1
980.464,,1
980.4089,,1
980.381958,,1
980.3573,,1
980.822937,,1
980.4402,,1
980.0748,,1
980.3017,,1
980.8787,,1
980.234558,,1
980.6704,,1
980.1136,,1
980.692932,,1
980.3946,,1
980.814148,,1
980.187,,1
980.1826,,1
980.6052,,1
980.690247,,1
980.7746,,1
980.644653,,1
980.0831,,1
980.912964,,1
980.551147,,1
980.779053,,1
981.3943,,1
981.4169,,1
981.1346,,1
981.7043,,1
981.0237,,1
981.3934,,1
981.8355,,1
981.914734,,1
981.5605,,1
981.134766,,1
981.0475,,1
981.6736,,1
981.591858,,1
981.420654,,1
981.803467,,1
981.7326,,1
981.121155,,1
981.9522,,1
982.3196,,1
982.5946,,1
982.9569,,1
982.2669,,1
982.084,,1
982.3901,,1
982.225952,,1
982.277161,,1
982.3047,,1
982.1751,,1
982.562,,1
982.755859,,1
982.1675,,1
982.671,,1
982.4465,,1
982.5563,,1
982.4382,,1
982.5409,,1
982.825562,,1
982.9906,,1
982.4251,,1
982.708435,,1
982.5356,,1
982.889038,,1
982.6405,,1
982.032,,1
983.987854,,1
983.4742,,1
983.640137,,1
983.35144,,1
983.4824,,1
983.7854,,1
983.0813,,1
983.9287,,1
983.1467,,1
983.595032,,1
983.1624,,1
983.801636,,1
983.161255,,1
983.7217,,1
983.9582,,1
983.96344,,1
983.9704,,1
983.0348,,1
983.983032,,1
983.7457,,1
983.682434,,1
983.1986,,1
983.2213,,1
983.4002,,1
983.330444,,1
983.0662,,1
983.1716,,1
983.577942,,1
983.572266,,1
983.450256,,1
983.7929,,1
983.2854,,1
984.7669,,1
984.082764,,1
984.1089,,1
984.6977,,1
984.864746,,1
984.0856,,1
984.9251,,1
984.7436,,1
984.6962,,1
984.6563,,1
984.1794,,1
984.255066,,1
984.766968,,1
984.5646,,1
984.847961,,1
984.9873,,1
984.521667,,1
984.2338,,1
984.9693,,1
984.4932,,1
984.658936,,1
984.18335,,1
984.2202,,1
984.3566,,1
984.708,,1
984.2677,,1
984.729,,1
984.828735,,1
984.1325,,1
985.9678,,1
985.5217,,1
985.6604,,1
985.539,,1
985.1138,,1
985.6188,,1
985.2482,,1
985.489441,,1
985.4789,,1
985.4082,,1
985.582031,,1
985.798035,,1
985.7778,,1
985.104858,,1
985.859741,,1
985.86145,,1
985.135864,,1
985.7053,,1
985.541565,,1
985.1118,,1
985.5144,,1
985.095764,,1
985.0199,,1
985.3902,,1
986.8606,,1
986.0741,,1
986.0272,,1
986.379761,,1
986.6736,,1
986.4768,,1
986.107849,,1
986.069336,,1
986.193359,,1
986.265,,1
986.5874,,1
986.405151,,1
986.288452,,1
986.5086,,1
986.410339,,1
986.2396,,1
986.354,,1
986.1664,,1
986.0821,,1
986.313232,,1
986.355469,,1
986.8003,,1
986.180664,,1
986.5602,,1
986.8759,,1
986.295654,,1
986.830261,,1
986.493652,,1
986.6576,,1
986.844055,,1
986.095642,,1
986.1636,,1
986.575562,,1
986.5285,,1
986.711365,,1
986.354858,,1
986.6598,,1
986.7296,,1
987.0301,,1
987.5889,,1
987.651062,,1
987.5115,,1
987.405457,,1
987.515564,,1
987.0748,,1
987.502869,,1
987.3958,,1
987.776367,,1
987.6911,,1
987.3183,,1
987.524,,1
987.387451,,1
987.5576,,1
987.9291,,1
987.3307,,1
987.6781,,1
987.178833,,1
987.182861,,1
987.545,,1
987.174,,1
987.516052,,1
987.192932,,1
987.8423,,1
987.9425,,1
987.968567,,1
987.9661,,1
987.722,,1
987.1739,,1
987.468,,1
987.3411,,1
988.7151,,1
988.364136,,1
988.819458,,1
988.7617,,1
988.1109,,1
988.9384,,1
988.380066,,1
988.8749,,1
988.7153,,1
988.866943,,1
988.6821,,1
988.3401,,1
988.4181,,1
988.4329,,1
988.2994,,1
988.2062,,1
988.4118,,1
988.039246,,1
988.378052,,1
988.4535,,1
988.8949,,1
988.973145,,1
988.4524,,1
988.263,,1
988.0509,,1
988.608643,,1
988.3872,,1
988.847351,,1
988.7288,,1
988.666443,,1
988.954041,,1
988.6461,,1
988.2661,,1
988.8757,,1
988.6212,,1
988.255432,,1
988.8556,,1
988.511353,,1
988.5635,,1
988.495361,,1
988.0602,,1
988.5767,,1
989.6929,,1
989.2659,,1
989.547058,,1
989.588135,,1
989.8541,,1
989.9473,,1
989.590637,,1
989.174255,,1
989.8714,,1
989.4886,,1
989.9373,,1
989.604858,,1
989.843445,,1
989.6116,,1
989.875061,,1
989.666931,,1
989.1961,,1
989.1246,,1
989.318,,1
989.335754,,1
989.3582,,1
989.8015,,1
989.7433,,1
989.6952,,1
989.653748,,1
989.3225,,1
989.973938,,1
989.151367,,1
989.0461,,1
989.5699,,1
989.709351,,1
989.749268,,1
989.6828,,1
989.3841,,1
989.6433,,1
990.859741,,1
990.6813,,1
990.8683,,1
990.6316,,1
990.103,,1
990.4746,,1
990.921265,,1
990.843933,,1
990.231445,,1
990.8874,,1
990.002258,,1
990.4163,,1
990.243958,,1
990.568542,,1
990.543762,,1
990.138367,,1
990.2692,,1
990.3571,,1
990.4495,,1
990.6029,,1
990.148254,,1
990.0149,,1
990.649231,,1
990.453369,,1
990.2268,,1
990.407532,,1
990.715942,,1
990.0462,,1
990.5451,,1
990.919434,,1
990.856,,1
990.7425,,1
990.0924,,1
990.83136,,1
990.578857,,1
990.652954,,1
990.8194,,1
990.67334,,1
990.10376,,1
990.946533,,1
991.2586,,1
991.5714,,1
991.3956,,1
991.4483,,1
991.020569,,1
991.7934,,1
991.5893,,1
991.295959,,1
991.0552,,1
991.3582,,1
991.180542,,1
991.707642,,1
991.305054,,1
991.582458,,1
991.6474,,1
991.4206,,1
991.305542,,1
991.7308,,1
991.637146,,1
991.762,,1
991.561462,,1
991.694336,,1
991.403564,,1
991.7215,,1
991.4834,,1
991.9979,,1
991.8269,,1
991.5967,,1
991.170349,,1
991.8644,,1
991.781555,,1
991.945068,,1
992.444,,1
992.284668,,1
992.512146,,1
992.7004,,1
992.088135,,1
992.167053,,1
992.9781,,1
992.9559,,1
992.423645,,1
992.4262,,1
992.134338,,1
992.85376,,1
992.1016,,1
992.340942,,1
992.6209,,1
992.475464,,1
992.678467,,1
992.8255,,1
992.405457,,1
992.0993,,1
992.9283,,1
992.1245,,1
992.701355,,1
992.142944,,1
992.3466,,1
992.1526,,1
992.855164,,1
992.6814,,1
992.674866,,1
992.9378,,1
992.7782,,1
992.8496,,1
992.271667,,1
992.277039,,1
992.6467,,1
992.9786,,1
992.376831,,1
992.0273,,1
992.5999,,1
992.293152,,1
992.572937,,1
993.849548,,1
993.1883,,1
993.743,,1
993.076843,,1
993.2191,,1
993.751953,,1
993.6058,,1
993.8299,,1
993.8756,,1
993.9119,,1
993.558655,,1
993.4531,,1
993.8039,,1
993.824646,,1
993.361267,,1
993.973755,,1
993.0083,,1
993.5601,,1
993.2084,,1
993.5019,,1
993.7947,,1
993.591064,,1
993.6344,,1
993.0683,,1
993.985352,,1
993.807068,,1
993.9661,,1
993.1072,,1
993.662354,,1
993.5068,,1
993.269,,1
993.2878,,1
993.3188,,1
993.9029,,1
993.2158,,1
993.9294,,1
994.8185,,1
994.4529,,1
994.9754,,1
994.8338,,1
994.735,,1
994.282532,,1
994.4006,,1
994.8545,,1
994.6437,,1
994.1695,,1
994.718445,,1
994.203369,,1
994.093262,,1
994.65686,,1
994.9614,,1
994.8349,,1
994.095,,1
994.8826,,1
994.1649,,1
994.321045,,1
994.183167,,1
994.917664,,1
994.75415,,1
994.6592,,1
994.4076,,1
994.6609,,1
994.237061,,1
994.777466,,1
994.4025,,1
994.6165,,1
994.0552,,1
994.8891,,1
994.634033,,1
994.1094,,1
994.9926,,1
994.5094,,1
994.243042,,1
994.8913,,1
994.1608,,1
994.9078,,1
994.2935,,1
994.8016,,1
994.8084,,1
995.7135,,1
995.2582,,1
995.9908,,1
995.8778,,1
995.807861,,1
995.304,,1
995.99884,,1
995.4489,,1
995.8842,,1
995.7892,,1
995.91156,,1
995.9206,,1
995.7634,,1
995.013733,,1
995.132935,,1
995.444153,,1
995.5286,,1
995.219055,,1
995.247559,,1
995.9385,,1
995.5581,,1
995.3727,,1
995.048645,,1
995.259338,,1
995.008667,,1
995.479431,,1
995.1167,,1
995.4728,,1
995.7082,,1
995.4562,,1
995.667053,,1
995.359436,,1
995.0133,,1
995.5459,,1
995.1718,,1
996.598,,1
996.7023,,1
996.8902,,1
996.6318,,1
996.1618,,1
996.730652,,1
996.6094,,1
996.807251,,1
996.149231,,1
996.9064,,1
996.4186,,1
996.3924,,1
996.7514,,1
996.1249,,1
996.084,,1
996.0829,,1
996.5942,,1
996.1405,,1
996.5309,,1
996.5312,,1
996.809631,,1
996.705,,1
996.8172,,1
996.788635,,1
996.4147,,1
996.7975,,1
996.18,,1
996.241943,,1
996.883,,1
996.5577,,1
996.4522,,1
996.198364,,1
996.069763,,1
996.9528,,1
996.525757,,1
996.1915,,1
996.936,,1
996.922,,1
996.6062,,1
996.16626,,1
996.0466,,1
996.0055,,1
996.514038,,1
996.8306,,1
997.0544,,1
997.307,,1
997.3406,,1
997.2037,,1
997.898254,,1
997.898,,1
997.261,,1
997.392456,,1
997.0366,,1
997.2355,,1
997.9773,,1
997.9205,,1
997.708069,,1
997.8335,,1
997.3697,,1
997.2628,,1
997.6822,,1
997.798767,,1
997.8627,,1
997.600159,,1
997.7591,,1
997.671,,1
997.6347,,1
997.682861,,1
997.5256,,1
997.770264,,1
997.867859,,1
997.9073,,1
997.212769,,1
997.3202,,1
997.318848,,1
997.9439,,1
997.136353,,1
997.788,,1
997.9602,,1
997.568542,,1
997.1843,,1
997.0183,,1
997.9352,,1
997.99115,,1
997.2643,,1
997.483154,,1
997.1957,,1
997.5064,,1
997.572754,,1
997.6748,,1
997.2404,,1
997.069458,,1
997.821167,,1
997.4614,,1
998.4364,,1
998.8172,,1
998.696,,1
998.7052,,1
998.124,,1
998.4998,,1
998.0309,,1
998.579834,,1
998.6738,,1
998.2126,,1
998.5876,,1
998.460449,,1
998.5575,,1
998.048645,,1
998.196,,1
998.0239,,1
998.1322,,1
998.429565,,1
998.660767,,1
998.2254,,1
998.251648,,1
998.2314,,1
998.6792,,1
998.7965,,1
998.49,,1
998.24,,1
998.707031,,1
998.519531,,1
998.2196,,1
998.7617,,1
998.8727,,1
998.4077,,1
998.2248,,1
998.103638,,1
998.5627,,1
998.7463,,1
998.4441,,1
998.7598,,1
998.6347,,1
998.1831,,1
998.0289,,1
998.124756,,1
998.8334,,1
998.6169,,1
998.79425,,1
998.862549,,1
998.8811,,1
998.4583,,1
998.8139,,1
998.7218,,1
998.488342,,1
998.800537,,1
998.1898,,1
998.7521,,1
998.080444,,1
998.4356,,1
999.9597,,1
999.3441,,1
999.1441,,1
999.6053,,1
999.6826,,1
999.9278,,1
999.5522,,1
999.1863,,1
999.732666,,1
999.785461,,1
999.183655,,1
999.748962,,1
999.9275,,1
999.419434,,1
999.347046,,1
999.5076,,1
999.562561,,1
999.1104,,1
999.0898,,1
999.6368,,1
999.529968,,1
999.3159,,1
999.4651,,1
999.8368,,1
999.496765,,1
999.6083,,1
999.9716,,1
999.6862,,1
999.4095,,1
999.744751,,1
999.006836,,1
999.5469,,1
999.2832,,1
999.4708,,1
999.741638,,1
999.942444,,1
1000.63416,,1
1000.506,,1
1000.52905,,1
1000.17389,,1
1000.39886,,1
1000.33411,,1
1000.50922,,1
1000.48468,,1
1000.83978,,1
1000.31335,,1
1000.88873,,1
1000.4408,,1
1000.45367,,1
1000.46429,,1
1000.57544,,1
1000.23053,,1
1000.25806,,1
1000.705,,1
1000.38031,,1
1000.70374,,1
1000.78333,,1
1000.73364,,1
1000.77155,,1
1000.39172,,1
1000.65271,,1
1000.80988,,1
1000.69861,,1
1000.23004,,1
1000.23596,,1
1000.64764,,1
1000.28833,,1
1000.41174,,1
1000.71259,,1
1000.16394,,1
1000.47278,,1
1000.21857,,1
1000.47839,,1
1000.11652,,1
1000.55194,,1
1000.3288,,1
1000.44421,,1
1000.65076,,1
1000.40234,,1
1000.6778,,1
1000.86859,,1
1000.61743,,1
1001.51672,,1
1001.4328,,1
1001.73932,,1
1001.7207,,1
1001.41919,,1
1001.66772,,1
1001.135,,1
1001.21783,,1
1001.64935,,1
1001.0426,,1
1001.72168,,1
1001.05493,,1
1001.24023,,1
1001.05554,,1
1001.63074,,1
1001.56195,,1
1001.17114,,1
1001.20703,,1
1001.652,,1
1001.67108,,1
1001.59637,,1
1001.33319,,1
1001.57886,,1
1001.33374,,1
1001.89874,,1
1001.51343,,1
1001.34515,,1
1001.88385,,1
1001.56848,,1
1001.46552,,1
1001.07568,,1
1001.72113,,1
1001.86749,,1
1001.69,,1
1001.36926,,1
1001.20941,,1
1001.52545,,1
1001.86389,,1
1001.68811,,1
1001.76068,,1
1001.02704,,1
1002.88428,,1
1002.97308,,1
1002.04352,,1
1002.7323,,1
1002.8277,,1
1002.23,,1
1002.72992,,1
1002.9447,,1
1002.01794,,1
1002.22211,,1
1002.58661,,1
1002.95276,,1
1002.21289,,1
1002.87152,,1
1002.21979,,1
1002.86316,,1
1002.89703,,1
1002.78406,,1
1002.547,,1
1002.45935,,1
1002.0777,,1
1002.80139,,1
1002.691,,1
1002.564,,1
1002.02631,,1
1002.00208,,1
1002.13354,,1
1002.10126,,1
1002.18353,,1
1002.66455,,1
1002.30695,,1
1002.88983,,1
1002.32831,,1
1002.02979,,1
1002.34521,,1
1002.52722,,1
1002.83807,,1
1002.26581,,1
1002.61005,,1
1002.65936,,1
1002.64478,,1
1002.69452,,1
1002.15723,,1
1002.53949,,1
1002.65826,,1
1002.15228,,1
1002.34369,,1
1002.905,,1
1002.75159,,1
1002.39,,1
1002.39624,,1
1002.89459,,1
1002.63348,,1
1003.1507,,1
1003.95154,,1
1003.46588,,1
1003.74683,,1
1003.48773,,1
1003.726,,1
1003.95056,,1
1003.79993,,1
1003.272,,1
1003.40851,,1
1003.641,,1
1003.98724,,1
1003.63275,,1
1003.49945,,1
1003.7381,,1
1003.39368,,1
1003.55231,,1
1003.93292,,1
1003.45074,,1
1003.02936,,1
1003.5849,,1
1003.13885,,1
1003.39832,,1
1003.84589,,1
1003.97107,,1
1003.658,,1
1003.10114,,1
1003.83392,,1
1003.80249,,1
1003.43097,,1
1003.2738,,1
1003.83685,,1
1003.78479,,1
1003.16821,,1
1003.30457,,1
1003.6474,,1
1003.736,,1
1003.82678,,1
1003.89935,,1
1003.54956,,1
1003.07111,,1
1003.45319,,1
1003.92383,,1
1003.96692,,1
1003.37933,,1
1003.23608,,1
1003.99554,,1
1003.82104,,1
1003.5321,,1
1003.53326,,1
1003.76886,,1
1003.33466,,1
1003.87842,,1
1003.17993,,1
1003.69257,,1
1003.45129,,1
1003.79724,,1
1003.55927,,1
1003.37549,,1
1004.97437,,1
1004.20575,,1
1004.54956,,1
1004.34479,,1
1004.2326,,1
1004.57422,,1
1004.45227,,1
1004.9577,,1
1004.92883,,1
1004.71051,,1
1004.57306,,1
1004.70221,,1
1004.686,,1
1004.83777,,1
1004.62439,,1
1004.95691,,1
1004.83722,,1
1004.22766,,1
1004.31982,,1
1004.62482,,1
1004.37817,,1
1004.22296,,1
1004.2793,,1
1004.94592,,1
1004.62195,,1
1004.77423,,1
1004.88031,,1
1004.43677,,1
1004.1178,,1
1004.61133,,1
1004.94641,,1
1004.3681,,1
1004.49237,,1
1004.42908,,1
1004.8869,,1
1004.11871,,1
1004.589,,1
1004.60559,,1
1004.60291,,1
1004.90314,,1
1004.80157,,1
1004.29565,,1
1004.2984,,1
1004.03137,,1
1004.5119,,1
1004.6286,,1
1004.40295,,1
1004.04749,,1
1004.41272,,1
1004.88068,,1
1004.07391,,1
1004.10657,,1
1004.1264,,1
1004.91827,,1
1004.84955,,1
1004.09259,,1
1004.16949,,1
1005.20062,,1
1005.01349,,1
1005.67249,,1
1005.306,,1
1005.91724,,1
1005.31885,,1
1005.18024,,1
1005.17407,,1
1005.04828,,1
1005.856,,1
1005.52631,,1
1005.04907,,1
1005.99274,,1
1005.5083,,1
1005.3656,,1
1005.12988,,1
1005.6427,,1
1005.38116,,1
1005.0462,,1
1005.44427,,1
1005.65753,,1
1005.55426,,1
1005.973,,1
1005.356,,1
1005.40778,,1
1005.10345,,1
1005.57806,,1
1005.62769,,1
1005.95654,,1
1005.63989,,1
1005.30823,,1
1005.09686,,1
1005.65387,,1
1005.70294,,1
1005.4129,,1
1005.76379,,1
1005.18823,,1
1005.22833,,1
1005.69794,,1
1005.55988,,1
1005.80725,,1
1005.18524,,1
1005.23395,,1
1005.37018,,1
1005.19244,,1
1005.54236,,1
1005.51031,,1
1006.52795,,1
1006.22375,,1
1006.32788,,1
1006.29181,,1
1006.39313,,1
1006.40393,,1
1006.78467,,1
1006.21265,,1
1006.63007,,1
1006.3678,,1
1006.969,,1
1006.75043,,1
1006.40118,,1
1006.72797,,1
1006.748,,1
1006.04193,,1
1006.66718,,1
1006.814,,1
1006.81445,,1
1006.66943,,1
1006.06683,,1
1006.78387,,1
1006.09253,,1
1006.86163,,1
1006.70526,,1
1006.70703,,1
1006.95129,,1
1006.83929,,1
1006.99634,,1
1006.11444,,1
1006.82147,,1
1006.09222,,1
1006.00024,,1
1006.28522,,1
1006.47992,,1
1006.84869,,1
1006.12982,,1
1006.72748,,1
1006.73877,,1
1006.34369,,1
1006.531,,1
1006.27454,,1
1006.70087,,1
1006.95453,,1
1006.87329,,1
1006.0788,,1
1006.57855,,1
1006.43018,,1
1006.93396,,1
1006.81635,,1
1006.87646,,1
1006.96143,,1
1006.74646,,1
1006.91785,,1
1006.40027,,1
1006.96356,,1
1006.71075,,1
1006.08307,,1
1006.60645,,1
